Predikovaná teplota (°C);Predikovaný uhlík (°C)
1310.5386832265717;3.308916098286141
1317.5528930120809;3.2146950192029875
1323.9410138461842;3.145710087204219
1332.5429054854035;3.060758145179255
1343.0686950788056;2.966188157321237
1352.0898847865817;2.88900695256142
1357.2776760227932;2.8467091705787064
1362.3290126538593;2.7847102023779993
1367.6635901605891;2.7108877109767104
1368.6826131629487;2.6747263483775825
1371.7167937199333;2.624791760766187
1376.0418007105131;2.5781319835984577
1380.0702652086156;2.548578374240444
1381.7011926261953;2.50794079107837
1382.250069653689;2.4945240061079654
1387.7315124051465;2.4352134332538684
1382.782431115776;2.4594820653416347
1382.1071567220965;2.437483993423655
1377.2763396331666;2.455868891365317
1376.3134627703364;2.4115434616235616
1374.9142698844994;2.3628045016056416
1365.0290922161817;2.3786745310193496
1372.1026537505868;2.223784393310391
1362.0043938063618;2.152477987815261
1340.9546764047693;2.2969317168990595
1340.3198939094423;2.2585867792050416
1333.2231591103741;2.3473347158714617
1327.5230053744717;2.4502275117969314
1322.100248048223;2.668829573805526
1322.9155758997447;2.7668392247199085
1324.6819405133535;2.9053699495831955
1319.2733110213187;2.9902444978183755
1320.6796082266762;3.054084721371824
1324.1037220787584;3.0928351337636837
1342.4874216801802;3.098080423825553
1371.9828555603779;3.1439490106282015
1396.788252313815;3.154988535477555
1416.2552678107331;3.1438986813906924
1429.6588517212326;3.1279626355645265
1426.7470802911191;3.1217297250968326
1422.838773699668;3.0808286622344774
1417.3965380533546;3.045212471706372
1409.4289010380608;2.976304445087926
1397.3481113614662;2.9064298724856115
1389.078807107644;2.855612789918788
1387.0712692305224;2.7872912633073548
1384.109539389772;2.7729298349927984
1382.379523926513;2.7449157229850947
1383.829966235844;2.768365679608447
1388.552529978529;2.7810474399668
1389.8068928580835;2.8046485518515025
1390.4058217337517;2.853270483370866
1392.4764467530044;2.8939567783198012
1394.8168657744495;2.9168143661488206
1395.6077001978697;2.9905848465255818
1399.5850344945356;2.9156354712650496
1402.0905997040331;2.9043809884708347
1404.123647647814;2.8429981510659332
1401.7665467540778;2.868748465414278
1404.0294439463123;2.9384009718894912
1403.4887573444346;3.0210231832848775
1401.487268763874;3.125017500027324
1403.5783635627758;3.2557432210965995
1409.2832869933554;3.3535050537275346
1418.1325838426978;3.4396176194689043
1426.787763321347;3.484970150247605
1433.8422833164407;3.5059950448484813
1430.1898741632403;3.5552911893415784
1424.1294816473628;3.584095543555749
1419.3499940278207;3.6140743881806703
1412.7239419368777;3.647627183378132
1395.2647275256845;3.681843644983875
1389.3155020130184;3.695742632310594
1383.8322573094993;3.6890288031737617
1379.9389799706942;3.6868347596844693
1378.0339365576292;3.6916757211802884
1377.405680260395;3.6832376691715787
1377.6088789133773;3.6705542193476783
1381.1511309503662;3.657707728148549
1390.03280618567;3.621384520063679
1401.9416768071542;3.5788186913475126
1403.9169968021329;3.5595990920959193
1408.818134176645;3.534357465376203
1422.840036664967;3.513777887797484
1423.9949897529646;3.4844220017640035
1425.2932039750456;3.4655020365466633
1425.021331563274;3.4433036635148992
1425.4332568466637;3.416355786699615
1424.492654718868;3.3640556149058005
1426.3775073355953;3.3305255660016995
1424.785732255231;3.2932807882207094
1423.0024467521173;3.262021452518052
1421.0045276154187;3.227821869075245
1419.6422167717649;3.2002661776990657
1416.9944657354379;3.172140635039346
1412.7379210214021;3.157263696624583
1406.428727668217;3.1512719658592605
1401.6676350257396;3.1217602174001353
1398.1950092682273;3.0750932998009306
1395.7357070746152;3.0013127791197505
1394.1664041586353;2.9579132988501473
1389.9685706233633;2.920685740433231
1393.8447109516133;2.864324194186561
1396.0688645018292;2.8106325984952942
1394.211244065816;2.784071240840406
1398.6115634785;2.730818357913503
1395.1685732292813;2.7173613153896277
1402.3272155656618;2.6335100446147557
1397.9123352746801;2.607525456619594
1399.9764386161712;2.547044544266111
1396.5010257915606;2.248711181264168
1397.8978524589834;2.2772486554231195
1397.0987713856725;2.2213025113638007
1404.4369348825874;2.449656415314707
1408.8745926383663;2.470817423534409
1410.3787431256515;2.4709406285253577
1412.7795400935972;2.468226173053135
1413.901206275657;2.463499745626922
1409.4348836601525;2.365572931316153
1407.016278508152;2.337200914269427
1409.477222561532;2.02303644094358
1412.313301586753;2.0174195779231794
1415.2563353076494;2.168554421488987
1417.163610302899;2.2715048695312023
1418.7089143585629;2.331652019231092
1416.4751442664203;2.3407560469225768
1417.7759467794344;2.3070649823469482
1417.6162682748618;2.297137934473863
1415.8239770117193;2.278461506122957
1416.8716811348327;2.268539549596502
1418.5334967665294;2.2632492903076695
1418.7137838764752;2.2675540662035933
1418.4641672840396;2.2627410773994256
1418.7801890874398;2.2678753927169253
1420.2439404599345;2.248900973789086
1423.6517880959736;2.2310608335171183
1425.358208976265;2.2115691812319382
1424.303728158114;2.196228610391479
1425.7063805923794;2.185691983932224
1424.371643708476;2.171619798669826
1423.4338093830283;2.153857351690193
1423.2678656843275;2.1338733323168593
1423.4725695826637;2.114009141861548
1421.6600493120836;2.104266929426769
1421.6285284713067;2.086547916347811
1421.1169066644975;2.0674565329691514
1420.1824362721638;2.0437571296106736
1420.2236636199414;2.0280793603161054
1417.473727630779;1.991834168883816
1419.4840741267865;1.959224357545719
1425.518337410734;1.9036138063869654
1427.2719061199075;1.8603892389905405
1431.1461249255028;1.8162076239911458
1433.8559271872773;1.7888741452201022
1435.336730537481;1.7723619612674422
1437.5963079974704;1.7523316550274377
1437.7124956565945;1.7306940398176192
1438.1540601291192;1.7010737465803552
1439.0957351677903;1.6706533067145393
1441.4152810407286;1.6422727396336636
1440.4482962712837;1.6254635750329511
1440.2226823571687;1.6162899573851242
1438.385139699802;1.5874722080371495
1438.4805101958964;1.56557323993609
1437.1897643211355;1.5486676219414062
1438.064222509801;1.5168093175417026
1438.296766490182;1.489922808078964
1439.1167044569734;1.4603728648838976
1440.4457083907291;1.4362851482988146
1441.597057261114;1.4126677044269018
1442.444588621662;1.388328711662933
1442.9552886425677;1.366837472844689
1443.6322816535367;1.34235147598489
1442.2463559183257;1.32948598695048
1442.255251089392;1.3226705810438046
1443.581234348248;1.324857400608565
1448.4633243479543;1.3248548476021074
1452.082772296273;1.3206105621606148
1453.6280017927002;1.345517163259527
1455.549651074575;1.3525872138530979
1456.4930400378637;1.3578630611056666
1458.1259790073918;1.3592553312154532
1456.754948135621;1.3559122526205376
1457.0742137132352;1.3451306354965016
1458.868526771528;1.3251265031585424
1457.8719501946628;1.3018377229960065
1458.0698053668661;1.274005248866824
1458.7695266257006;1.2511209345783356
1458.7897277875686;1.2278047108175212
1457.6019863022436;1.2161358055706177
1459.1936056501336;1.188167436260987
1459.1578612672536;1.1496849739569823
1461.9049395594645;1.1179941298085398
1465.2858741416921;1.0927285155085544
1465.591992923361;1.0740145106177672
1465.3511708723004;1.0460613120066389
1464.2743251350557;1.0153849531395476
1463.728201002292;0.9943989588515019
1462.2939795634895;0.9642275355495258
1460.4614899646474;0.9457516317479417
1457.8275802590629;0.940022384930828
1457.0941054971227;0.9341607390840474
1455.0834565146197;0.9461360186543413
1453.0110962617175;0.977526949257358
1451.383815578184;0.9904730916778868
1450.1103757693168;0.9941770334698317
1448.0995373804728;0.9756050549669875
1446.1248944107504;0.9627507530902875
1445.7317216600081;0.9648300076693526
1444.1987634858478;0.9640690618972823
1443.2701634837636;0.9568301118134541
1441.380782886949;0.9417531788082723
1440.5305439375015;0.9141848719436272
1439.0905028014845;0.8800768452913097
1437.705094311395;0.8984255823568301
1438.9167113884628;0.8974244763408048
1436.9891417732115;0.9014487747212592
1437.0715202746921;0.8929006601208651
1437.2833026384687;0.8891066888489281
1437.2758458982112;0.8859182037533071
1439.9477922873623;0.8841039034082643
1439.6198899519277;0.8832764010574365
1438.7033348537109;0.870093208143788
1438.5592062217527;0.8802823800567758
1437.9517880888513;0.8857315608926775
1437.1738391942217;0.8815092770604247
1436.1894409252131;0.9015795916834943
1434.9373953960142;0.889496452164108
1433.7230495518638;0.9029481859129842
1434.8409031057854;0.9000821680208273
1435.242226248138;0.90239667094391
1437.7807031786515;0.8954127365424283
1440.724248986047;0.9007314586158219
1431.9965909879415;0.9230956072921732
1418.0000934954476;0.9442163779382555
1403.9853044300276;0.9738405123477052
1392.8727788106357;0.9782566358176314
1392.6787764145663;0.9738235564796796
1392.14852295939;0.9970056502677578
1393.3020013844348;1.0097602247395174
1393.3666012974065;1.0186757913097828
1389.2367082036308;1.0247765902012245
1384.6745942093364;1.0177675049059853
1383.9805381063243;0.9887995633183484
1385.08386672918;0.9753935559559548
1383.9343588546324;0.9691286772535435
1379.5821139740438;0.9556641617482546
1377.5400260109298;0.909906543881114
1377.557342219279;0.8914001798071298
1377.9859886240588;0.8912758103615972
1379.6839326319018;0.8923313631695129
1379.705388439923;0.8834748085293704
1377.1489842019869;0.8827162866466609
1375.6238545539265;0.8925796616859112
1374.4154692244592;0.9018516171760642
1374.1903669506032;0.9059391423792331
1373.1060959328106;0.9030688763225876
1372.8742822291315;0.8862760020502034
1373.9808615971187;0.8758046316043344
1374.8808918898035;0.865578675969787
1376.0751497971683;0.8726232748566538
1376.9729958341477;0.8710954189287992
1378.2415658894408;0.8764631465496975
1379.454952132986;0.8738240805675184
1379.7997971592522;0.8848916523088308
1380.2306029878637;0.9051231525518129
1379.93962183428;0.8972440831857258
1379.633976911432;0.8817341447176097
1378.3978163715947;0.9027476797055896
1377.3503517775716;0.9467249157415607
1376.9963245988429;0.9945793082763796
1376.1032760875685;1.025954201807184
1375.3779799378615;1.0330478279409667
1375.2571336293586;1.0459991179351094
1374.909059473006;1.0981066967648148
1375.5293754986778;1.0893256991463334
1376.3689245023847;1.0939348181205377
1376.3115661559268;1.0502653310879126
1376.8316039354534;1.0254694998230849
1378.1490856748444;1.0248378517894072
1379.0977454520935;1.0098880964104493
1379.165504152734;0.9688045059112096
1380.0793203084934;0.9354858147596454
1380.5182219410217;0.9379811628268466
1381.1938449823406;0.9698049611044057
1381.614956356658;0.9840608466427154
1381.8249029268413;1.0427213019189876
1380.311947598062;1.043822537454312
1382.0649921631914;1.0287238938581218
1383.3167937315268;1.0447262449749386
1384.585974272536;1.0363418452564552
1386.4408759366252;1.0028942104174778
1386.6583384156581;0.9686639735293867
1388.3053299977973;0.9401875571654326
1390.0230351356936;0.9382971405994689
1390.4646656936832;0.9326898664308196
1391.5763194078904;0.9699814125784711
1391.9150469103297;0.9681185283989846
1390.1535392422556;0.9678642789439758
1389.6099281179145;0.9711406115000374
1389.5964431681118;0.9914969103487616
1389.4916480087018;1.0173537176712069
1389.623409031863;1.030111327761977
1390.3968942062738;1.0514108687555637
1389.6099146393626;1.0436632666031942
1389.8173400387075;1.0244807191834504
1390.317586623773;1.0063934211562984
1390.8212488011006;0.9879879767029556
1391.9063096125687;0.9966662869758369
1395.4024262300895;0.9765117239114349
1399.4326948916455;0.9429732439582197
1400.4374873148186;0.9155949203036842
1400.9723143042365;0.8813703227215934
1401.5052618767022;0.8653802469513101
1401.7169723061293;0.8376587502550759
1402.4930677639684;0.7812435436955609
1400.4687806435093;0.740032002203441
1400.3897850784313;0.7099024244204846
1398.6061355768775;0.6810896332908285
1397.8262066068596;0.6379256366971304
1398.436048604181;0.5943968044802447
1397.7994189535125;0.5645916911188079
1394.926638553818;0.6107391822705492
1391.3337728726306;0.6247798558093911
1389.4002725134148;0.6332276464226464
1387.4266671342598;0.619452597343984
1387.4281960587934;0.5843489725619406
1388.2905962569062;0.5409489321066796
1389.5486910279842;0.4868363322418868
1391.2869224567576;0.42256812852084
1394.8221539101955;0.3721929694493124
1397.9252431900823;0.33530868408140363
1399.3135066232612;0.31713200413158726
1403.256610473834;0.25937303844147713
1408.1814334852393;0.2343980174730769
1411.6861704094517;0.22448587941100853
1413.5245266219913;0.20458372740023936
1414.079224029442;0.20296335430714588
1413.6255979362413;0.19852099671636378
1414.9208974323033;0.20610295014275778
1413.8792383164473;0.22003812175526535
1414.0649805820472;0.23358395563172998
1414.2039752811343;0.24879563485882433
1413.7152414841812;0.25841375245893516
1413.8080092873415;0.2721856844256813
1413.6571752955615;0.27991722025754484
1412.6845726748797;0.31416985813939474
1411.4615694737902;0.3215924448379178
1412.3384896044258;0.3195226029711285
1411.6442298128482;0.3137162594070749
1410.829522126719;0.3069954524946179
1410.271800758256;0.30305984928872975
1410.0723735839615;0.3002617538220953
1409.8346822142169;0.30302772941505474
1409.8300380790856;0.3063232566199846
1408.363505246501;0.3009218154207646
1408.44523371391;0.28832603337957274
1408.5619816674039;0.28249041049150336
1408.009254908047;0.27394648699282564
1408.6438143611044;0.2702975168835278
1409.9094772177782;0.2650331603815076
1414.3749661379543;0.26980847101376026
1417.5042487703427;0.2667779648967951
1418.2171893101097;0.26634780487142984
1420.398925995623;0.2554458693743997
1421.657791090416;0.23748319004438312
1422.9465305306294;0.22276259814844987
1421.9238130462222;0.20912726610036605
1421.5933014615975;0.19692893061049258
1421.9829469662695;0.20399707598480435
1422.1275231955071;0.2080372448337586
1422.592938982754;0.20495128235393772
1422.4428157087652;0.19889583684561524
1419.6234337591534;0.1928040104676513
1418.6522753409383;0.20177621580849056
1418.3068703022136;0.21281398448340055
1417.70314854185;0.2283878243534087
1417.0426286685315;0.23821309775370575
1415.6539985461154;0.2380409520660579
1416.163345690109;0.23870110157971516
1416.469369868572;0.23122502302930387
1419.5407830495194;0.2219007113817983
1424.2352314493269;0.2000879322166604
1426.153437460896;0.19168138378987903
1426.989676776297;0.17831780645894488
1428.1404625734215;0.16911109604694266
1429.1190596347715;0.15064596366703875
1430.2532671393583;0.1480814895181733
1431.092150178405;0.14422659399588283
1432.8399768725071;0.14452869563400386
1431.5461028165937;0.1459383690175402
1431.4534160873845;0.15278095983178872
1430.1633808325955;0.15468342373204813
1426.999843054536;0.15644176695966291
1424.4141790620629;0.17080115595707776
1423.5969510443397;0.18093556899779198
1421.4800097684201;0.18574535392863908
1420.94941097562;0.18826663898848017
1420.7326393210317;0.19067895381039107
1420.816047452422;0.18807392202773504
1420.3353898108046;0.18429468015910394
1420.731242359724;0.17958116837810878
1422.209534348106;0.17192800151682303
1423.25543855185;0.17241029203675162
1430.1194507037544;0.16874360737024177
1432.2085922059557;0.16954369697397226
1433.264940326469;0.15732514295694738
1433.9898636157181;0.15288651806476722
1434.0727631033533;0.15519452267056894
1432.8010732345151;0.15777040830361153
1432.0884992797596;0.1641033537244214
1432.0033579533513;0.1700329414091035
1432.3237932566217;0.171377952651334
1431.5463073163653;0.16347074571185488
1429.7600003264379;0.15580708690795564
1428.9574577962985;0.1461879780283648
1427.851226857434;0.13496516832737662
1426.7072746893905;0.12166923790974998
1427.703315238232;0.10986805690392659
1428.7285961292705;0.10266000716071688
1429.630106198121;0.09525587390420712
1429.9353071921919;0.08845567837425222
1436.8775224896967;0.08561871846275962
1439.8567502292071;0.09282806867083934
1441.1626045036558;0.0966504234412075
1441.2774338224758;0.1063453024686421
1439.893805210911;0.11007309112931601
1439.7848276608042;0.11148789613942164
1439.675239909751;0.10773893151256883
1437.008384483477;0.10913504309551142
1432.6997661325945;0.11437066421286296
1431.8738089655587;0.10487509906965081
1432.6506238936909;0.10343450392480927
1433.465985339949;0.10313467997803655
1434.0654239380842;0.10307856137749186
1434.277154321875;0.10080074553531801
1434.7908106400942;0.10099874027540456
1436.6585843885664;0.09617603523843277
1442.5560914780694;0.08829465902201439
1444.6315141584164;0.08831105451317492
1444.9116526524879;0.09038311179992073
1443.993788562037;0.09970546349070189
1442.7684604192589;0.10433560641552092
1442.2808409635072;0.1148035280391892
1441.749551671057;0.12001881012686383
1439.9327676229086;0.11953311748473547
1438.698724435158;0.1256454381584555
1435.9825936611542;0.12185708302822709
1436.0540319956401;0.12206421723557809
1436.5964112216775;0.12079090129921541
1437.19647531933;0.11452457981903069
1437.820046547958;0.10633904987790152
1436.9691729421354;0.10394298664962812
1438.106170371762;0.09020560330925748
1438.8741941272324;0.08547848823426835
1439.47283254769;0.08120796095091676
1439.8993585860994;0.07983654328526552
1440.3618791347053;0.07957459482858673
1440.7238784065107;0.08236014988930715
1441.0960199323767;0.08511800437782885
1441.3212558003152;0.08526552918805785
1445.5424660924618;0.0899288757694969
1448.4859387750867;0.09473706245911429
1448.4340379673176;0.10561893631425912
1447.4090779741146;0.11003848064207938
1447.2653814095042;0.12033860670397148
1447.7509378477812;0.13520906212475228
1447.8918286452283;0.14065755307533814
1447.9020555553366;0.14150656787992041
1446.88422826219;0.14223655811092467
1447.4585355398208;0.1400541190226812
1447.6959971720557;0.13637843656909157
1445.4388898791517;0.13452865039029407
1444.5585865972305;0.13175827544204421
1445.402730156284;0.12489134328591822
1444.6241150767214;0.11314832272592212
1444.9593093719805;0.10796526727315636
1445.4217526966886;0.09870040549111159
1444.4639127174248;0.09417540095110141
1444.3181544744648;0.09109264440106862
1445.478640761904;0.09979104483173865
1445.086426188125;0.10070880689761852
1444.8353388659968;0.10860418480488204
1444.5007943962883;0.11183407296906411
1445.630043739623;0.11219027288953756
1448.229844919707;0.11044821762277035
1449.895718542595;0.10938597222122073
1449.3539041093566;0.10222497391768928
1451.0040567873566;0.09678308672813321
1451.421284185658;0.07831761272521995
1453.964072649998;0.06934951754306029
1454.9819459225218;0.058378418552503863
1454.5051900189014;0.05029925486417297
1456.0943376339642;0.045015051086550684
1456.360766178365;0.04455551472115851
1455.064115541586;0.04251642194821717
1455.1239192797655;0.04248295963486004
1456.3493565793444;0.04407504425829939
1456.4081989935682;0.04734234465459208
1454.5629498235892;0.05002560327171407
1454.74003254266;0.050306867454223275
1454.6083966806837;0.05126180326806895
1454.1759096184007;0.05643248158231437
1454.2655340634035;0.054288170496704646
1454.5649538030732;0.05114621634776928
1452.4498116547575;0.04889962796414565
1452.5710995248141;0.05184430427503636
1451.5497687147504;0.05340210649844723
1451.7136585532564;0.05743575046357477
1451.9918328842855;0.0586270332459094
1457.4238229096486;0.057833352120659404
1476.5897484044553;0.0622380119952774
1491.8195470028636;0.0632191162778587
1505.4499475614894;0.06906495730099393
1513.4590264276378;0.07591268280900537
1514.5089554395895;0.08575560561168424
1512.7835648285447;0.09803167887694647
1509.695991109823;0.1098672957272489
1509.4908533581513;0.12312541545329417
1509.317730629114;0.12492994636276072
1509.611461176521;0.1273969360143773
1511.2250728611996;0.12629586871995
1514.6466242827655;0.11955470912586869
1514.277651647164;0.11070402011528388
1514.7683533815407;0.10440986787420573
1515.672144451753;0.09226426061627171
1521.421163537536;0.05892151184357372
1524.5088083800138;0.04353408962614025
1525.8580365219646;0.0334988902899275
1525.035859139359;0.029516904927690157
1525.8011163097879;0.028923868191369773
1527.4608543805634;0.029595387554701175
1528.8646510870988;0.029515410169983075
1530.3667967301208;0.028881030571443644
1530.6768928830843;0.027933639020146478
1532.3038705651097;0.02803508134183147
1531.3958262521028;0.028223500643410504
1532.7838563788987;0.029467189309916653
1532.9549507908002;0.03103352832007636
1532.8477820049588;0.031716372697875694
1533.1935639331095;0.032324755635814634
1533.0877346271027;0.032723885038319744
1530.3562465472935;0.03399637416822923
1528.5323598939508;0.035242981606800367
1529.626463967354;0.03637562282790571
1528.5076696054302;0.03575744986251586
1529.2335594925307;0.03411296390933452
1530.0771069066593;0.03072033047562453
1530.812326208867;0.029437367128196806
1531.3738914862197;0.021981277458929888
1532.314340783403;0.020285317683508608
1532.8627739069998;0.01943581197523081
1534.8592217140629;0.01766298981328107
1535.2877076286702;0.016322496659222974
1537.0731452198995;0.01409295561172666
1537.6157595555596;0.010497311633284157
1538.259385633828;0.0063549619509711275
1538.7679680631525;0.006199862814458279
1538.957578057728;0.007063476660236018
1539.3384776117623;0.007206563230554491
1538.4679632372636;0.0074010492915626
1540.285601936186;0.006654792789299757
1540.9846103898562;0.004903762513626397
1541.5482818816415;0.0025755253456200555
1541.6156525109268;0.002257430023817897
1540.3325511278076;0.0049323565051063445
1538.2019913887952;0.007542899013081472
1537.765155966756;0.011086968398900054
1537.3970207513084;0.013770322742807789
1536.140051418696;0.015453449259322932
1537.47056808738;0.015816366022479822
1537.6874519791209;0.01565223650103459
1538.0308683610403;0.014328767674203935
1536.6889691213016;0.013427512616466464
1537.9741075511301;0.013498687545843463
1537.6900022831846;0.012990484946596131
1537.6388656750014;0.013301403262346079
1537.857243712927;0.014110941794791804
1537.7727265921362;0.01467150741993356
1536.5186987111167;0.014637062889878705
1536.648215959522;0.013497230262829119
1536.8880570616839;0.013360257441963036
1535.91785643575;0.012776933147295444
1537.6206672118738;0.012210415344038744
1538.0301868540819;0.012082274038004104
1539.2787962333596;0.009434159619269106
1540.185400602093;0.008212395315971871
1541.1393613871526;0.007321522119292545
1543.5334103283212;0.00575620250579395
1547.1538421821408;0.005267408227229986
1547.8851242131357;0.003944569043379781
1548.4608427892215;0.0032892713345029356
1548.849404420505;0.0023304405845104015
1549.2882076567375;0.003096972819526339
1549.2573562066534;0.004592543166335533
1548.111636393157;0.0054653605043107345
1548.4421153687938;0.005631651253886483
1550.0123796353832;0.005418033687305368
1548.7579779515372;0.0065124940815125265
1550.446251166045;0.0067285510056520614
1550.3608430927418;0.007880069452851829
1550.3067109291937;0.01051060584303598
1548.693514359897;0.012183893261957957
1548.8034768063621;0.014551303546848388
1550.4722927045887;0.015733754372504516
1550.7007653101666;0.0157505407124727
1549.710542432299;0.015998404810152494
1548.7915363372715;0.01644210350359862
1549.018071870165;0.015339958242862134
1549.4639959695314;0.013839472322014074
1549.7416558045454;0.012161364597275043
1550.1273749989873;0.011118377229959231
1550.4328708476946;0.010182762203410023
1550.8716165616177;0.008958510354562244
1551.2902862944425;0.006881628934518241
1551.806340449447;0.003606729509201545
1550.9407581034743;0.002173665732237179
1551.3463427284996;0.0013508639106784015
1551.9423690102824;0.0016985080996355095
1552.559794913546;0.0027203289224470573
1551.893192616501;0.002775864621000601
1552.5149122241717;0.0017813129240362435
1553.0478413107178;0.0007035428093327412
1552.3605213171263;-0.0008223437108635379
1553.9289137894461;-0.0015539748890012473
1554.6694097060213;-0.0033614752124890845
1554.8543591581074;-0.006990748451721734
1555.9457026953783;-0.009798721709565972
1557.457957779809;-0.012987133532802814
1560.7936973008862;-0.015687284406197793
1562.6157799011212;-0.017635706291918685
1563.0408200164277;-0.017853251687463684
1563.3627919573337;-0.01800787575980206
1563.791608065405;-0.017734872077347197
1564.4699199541367;-0.01815014239698015
1565.1583770660613;-0.017886588104678858
1565.5178155964222;-0.017855037531078727
1565.7743096840372;-0.017341024642598596
1566.0153778349775;-0.01696205418428043
1566.4234020697945;-0.016732615436113846
1566.6255075207173;-0.016279637224585336
1566.6777104361558;-0.015386613400512256
1566.6620391413842;-0.014386474714614295
1564.014030434368;-0.013011430517015948
1561.48836353787;-0.012565104756558115
1561.4041006949576;-0.01031402444576826
1558.9071642715217;-0.004215639228936141
1559.72061701417;-4.809827442692205e-06
1559.188099665193;0.0034712521660679174
1557.6228547289556;0.006908034906753846
1558.843870451199;0.008491942940950126
1557.6481762690155;0.008367943817592177
1559.25414192083;0.007276933995826518
1559.925560703266;0.005878500345092352
1561.9293821280899;0.004899600104356583
1565.1144692813907;0.004453706996451423
1565.4836660760307;0.004141545986502737
1568.1845833552788;0.0005918945583808788
1567.7031262068112;-0.0021949480887521466
1568.4351719504898;-0.003944999360491752
1569.3962550412393;-0.005845742222100103
1570.0096021137874;-0.007539722890543776
1571.858434550607;-0.008353489874604297
1572.3553888326605;-0.009350076263157037
1572.495180610554;-0.011101745973744803
1571.5501219577718;-0.011747126647033118
1571.606139242022;-0.011398457036813026
1571.8871906008044;-0.010971018239682662
1572.1248735751685;-0.011071249004888706
1573.3527754835713;-0.009472242514541068
1572.3300994461515;-0.009342209785981576
1572.7057333336484;-0.009148351304459096
1573.2234416049664;-0.00851246288433044
1573.664828792792;-0.007954545259559936
1574.0342291309673;-0.007256554046927405
1572.9166609645524;-0.0061686505400353475
1573.0410417225783;-0.005168498226572005
1571.8429802556825;-0.004834564792282586
1571.9325865101423;-0.003731540802382083
1572.2569480382508;-0.002771407736634368
1572.3846892147646;-0.0013168184326743937
1572.5389873287295;0.0008835556880865125
1571.389855473221;0.0024744174464854385
1573.2504139283633;0.002465412787246102
1574.3453044609512;0.001279449102339708
1575.5691720763778;-0.0010090243056921355
1577.1419947349084;-0.004077753601492595
1577.608266857671;-0.006799127086743767
1580.291686215533;-0.008372779911889866
1581.4738652135766;-0.009761367270586907
1582.303840310714;-0.010021350127237483
1582.675552805657;-0.00994621078797725
1581.8513823772669;-0.009507305671116573
1584.099239757668;-0.0073837323814140154
1585.278971541426;-0.006712289219980516
1584.830636412428;-0.005061150048299018
1584.4379848425497;-0.004056528042048868
1584.3695088175004;-0.0037304093294258656
1584.4598699655455;-0.003489922393352829
1584.6393194685832;-0.004279870908302563
1585.1448788424755;-0.005378204473623499
1585.6662862177368;-0.0065403680909478235
1585.9833654076135;-0.007240228360318124
1586.4934123017993;-0.007394203017570544
1586.9546831666944;-0.0070748838253071045
1588.547263305606;-0.007551676842801169
1589.0776470380972;-0.00748301458118783
1588.2291686095928;-0.007274790933746084
1588.3793743534848;-0.006229634651700677
1588.1750436561874;-0.005245091965121074
1589.302214733219;-0.0038988040302653515
1589.2545126906043;-0.0028779284794210325
1588.0603614701868;-0.0016931952765026348
1588.4313901801718;-0.0006831714552755774
1588.3934457477462;0.0006471195811112718
1587.1709756922066;0.0010386024256318627
1587.2363673760433;0.0022287769418087577
1585.5129230400735;0.004765959222883309
1585.8576107667786;0.005236036210814976
1586.179925070916;0.004496752409930138
