Meraný uhlík (%);Predikovaná teplota (°C);Predikovaný uhlík (°C)
0.047;1655.3912646539795;0.07562800749990546
0.033;1675.0998594527177;-0.021846996784027614
0.027;1662.7829870516182;0.03490515855487793
0.029;1676.899774491387;-0.012196491906043952
0.035;1677.8998692027274;0.027678952600150894
0.031;1654.1001686564332;0.06391653090829831
0.03;1667.8996266132997;0.029139210231591148
0.037;1671.3362325655;0.018707564000109797
0.049;1641.8998691475083;0.02534198134396491
0.031;1649.6061485037299;0.005419392452250885
0.049;1630.1002544992186;0.07477895957296239
0.036;1647.792176430312;0.01617260573556613
0.045;1639.9002544079553;0.035896344249519666
0.055;1664.2775980292504;0.056877449109784
0.046;1678.678711388857;-0.0052994894012603905
0.035;1667.5891445553937;0.044274892975951954
0.053;1638.0998360245549;-0.022614010235985207
0.054;1656.9055910870022;0.052866513016661135
0.052;1656.9436225142808;-0.0028277878865524547
0.048;1654.899736520217;0.05066462808410323
0.045;1653.780545288393;0.046314077259863126
0.037;1652.5835910165251;0.06262005045284659
0.043;1668.2227937262799;0.01781405281133959
0.04;1672.4547168220247;0.02755318426194238
0.044;1681.1000574443742;0.026109872622724725
0.034;1677.7969814270339;0.03963453748016117
0.047;1620.9754236723466;0.02999971596529201
0.033;1625.0998182777168;0.05504038898444853
0.051;1653.6981650343598;0.07016022959984423
0.05;1664.1438202113682;0.04731864999427336
0.056;1656.6406254975377;0.027601546745380137
0.045;1638.8997722244587;0.05615378542899109
0.037;1643.9000060089957;0.04738703564387166
0.051;1666.1002475748553;0.07893736953367263
0.05;1667.8338889045822;0.04168184902900961
0.064;1657.6669078986095;0.1024583369554561
0.053;1657.099817956685;0.07988437805601846
0.054;1648.3343952667562;0.03344000092141171
0.102;1644.4025791493702;0.1247624754105653
0.04;1670.9001422522422;0.033356343356578236
0.055;1676.22156033205;0.04995934335715756
0.049;1643.8997462433517;0.05698562752591817
0.059;1652.8179806442408;0.05413406213285375
0.073;1647.844192219849;0.06552125067832916
0.066;1661.1177877830974;0.057911251410872736
0.063;1686.899941712951;0.019981119665016686
0.057;1659.3087102327218;-0.0055513480939037435
0.04;1657.9000082659813;0.0659379955828709
0.048;1669.8995705968432;0.03731270821236925
0.05;1673.100151432225;0.08202136375463333
0.045;1636.0998483839621;0.06972200911980643
0.037;1684.8999451259556;0.039841795807721805
0.034;1663.296245059967;-0.004633309482021994
0.05;1644.4491493187697;0.02405528967273092
0.033;1622.0575498578214;0.07461251022346034
0.064;1657.1001303966918;-0.04203186240390379
0.053;1659.3233735698443;-0.00880911430785139
0.053;1660.7360336454606;-0.03472201379080002
0.039;1654.57504598324;0.011204386371834907
0.062;1619.3407986129223;0.076092752640761
0.036;1656.3952277349315;-0.022058226766626096
0.043;1649.4906083054907;-0.03367696696938259
0.036;1661.6462636985434;0.026218455088210926
0.058;1648.2723110272202;0.017185310048897798
0.059;1663.8998477846026;-0.019774480214179088
0.042;1659.790447918753;0.021455580709615577
0.057;1622.8998632749813;0.07518199988769846
0.047;1630.172312364706;0.030424083509234603
0.033;1650.899910765261;0.009575622077419757
0.05;1634.8998267531365;0.013700064316937141
0.041;1645.847231971488;0.029856516881696896
0.054;1641.629626909025;0.048977253731622414
0.042;1647.1001067097748;0.0685827155813598
0.041;1628.8992687620641;0.03394770072228677
0.034;1658.5638377733803;0.01378348215340229
0.043;1627.10037656922;0.01729223630394723
0.074;1612.1005613031796;0.2084949357329316
0.034;1629.9000047217764;0.045017858986417844
0.039;1596.4816952020608;0.03770677658511519
0.034;1638.7817252819102;0.04073493331425877
0.043;1655.0996562820892;-0.009954524342053336
0.043;1677.0997977529196;0.07709067668619364
0.039;1642.1000455482047;0.05175624318577428
0.038;1663.9000113539958;-0.02678419434062182
0.048;1668.5230164252732;0.015725102233294666
0.036;1668.259067707178;0.013997386398935455
0.042;1651.3869195441582;-0.029850318887275004
0.04;1668.7706398045655;0.016551243058856205
0.044;1663.7147374897254;0.047877994066590865
0.056;1656.70747979837;0.1025308867274919
0.048;1674.593987404419;0.055122339237167264
0.034;1666.9000453070216;0.07460496395241685
0.037;1649.643311019275;-0.04001759401188283
0.03;1647.8998315718572;-0.008529189735116252
0.033;1667.8168625104677;0.025390228373968746
0.044;1678.8996278414565;0.015896227910941238
0.034;1660.9000190144975;0.05889518522555877
0.046;1653.5600823815396;0.08074241339526068
0.035;1661.5151388147406;0.07984579244369834
0.036;1673.1209437493958;0.03327268145522645
0.038;1669.1000353756097;0.045451608419840986
0.034;1598.6838986033315;0.0643554374810781
0.046;1648.614852576681;0.03617036419977747
0.051;1659.468832437704;0.05602897343525633
0.049;1633.8998777770294;0.05109768195904253
0.043;1652.4733979389976;0.04862732492281131
0.046;1660.8839753290288;0.08127528913570504
0.045;1663.8999958371357;0.03468516626164393
0.036;1632.1000474342707;0.07637397217004878
0.045;1658.8419145264004;0.09364201511405869
0.042;1659.7738784494454;-0.0538765958911462
0.042;1657.3593955768847;0.00580674962507019
0.064;1644.4582721128731;0.05288431023877578
0.057;1645.6764621328543;0.033403219043399615
0.05;1652.2996714896476;0.09717314879871093
0.048;1632.8875704423233;0.05606687893560354
0.042;1654.6687404293998;0.021945795796852588
0.037;1676.0487328315323;0.03075111778038518
0.044;1657.7309725280406;0.057819900422254086
0.052;1651.9058717486735;0.0852240795284357
0.033;1671.313816244447;0.07471975257501286
0.033;1667.0932470979892;0.03256277985767965
0.052;1684.3069917956254;0.03778567158907338
0.055;1679.918244797711;0.027685145391083785
0.063;1667.7230987175012;0.0640130296842749
0.032;1682.02915384535;0.07711683679071725
0.034;1671.099849989413;0.018366065871992035
0.032;1684.9001481945527;0.010017140518898474
0.032;1708.4000405173658;-0.030818765714077864
0.046;1694.5952801119456;0.06573951078759437
0.036;1667.1002123805165;0.016460242077656798
0.045;1644.1000605824113;0.030729348726954778
0.038;1674.5565979644705;-0.003072444484629594
0.046;1636.8999608887332;0.09215024779490512
0.042;1649.0997857975137;0.014113224606685418
0.079;1650.8560954202248;0.09154850107989838
0.041;1582.1002406169507;0.04794242395230443
0.03;1646.9250910282199;0.06286688422827431
0.037;1678.3952166234362;-0.016719694592915182
0.033;1658.8999779131773;0.08687315642174868
0.036;1622.6686205624005;0.041818303269508375
0.047;1652.7572638619117;0.04261981595135357
0.048;1660.8274640169955;0.08221770674374186
0.056;1658.1000436882775;0.035608365620987084
0.044;1655.3084369721914;0.04854064329072762
0.075;1653.6274714829951;0.07054649734785055
0.049;1681.253403286716;0.07335939521745762
0.029;1676.820056413841;-0.0009561269879048567
0.047;1665.9419515893985;-0.008107464452921778
0.065;1622.90025610181;-0.006652946610471153
0.045;1663.8806288784306;0.046190753810347776
0.045;1678.5478655263387;0.03056091535926138
0.057;1677.8881942042935;0.04826491463385808
0.035;1672.5937997106967;0.008334223190161263
0.038;1649.211982874577;-0.0187830053402694
0.043;1644.100040941904;0.029004292205499396
0.043;1655.3453675100682;0.038795206546631336
0.045;1663.8998227439442;0.03142877484470359
0.038;1652.1783028469267;0.007539925525985827
0.046;1675.6812277378397;0.03475034342054133
0.038;1676.9001098521467;0.019573045714078044
0.053;1694.8997449539438;0.05161254245965076
0.044;1639.2472603523865;0.061074706698114836
0.047;1669.0991943254753;-0.023865133431381066
0.057;1659.1172125457967;0.01694601622340665
0.051;1662.899906202018;0.040497347490999494
0.052;1671.6463699770518;0.02433789629469392
0.044;1678.4599419137403;0.059925493623066275
0.044;1672.014666712944;0.049453887474162475
0.041;1660.8334410223767;0.03297856097395914
0.038;1634.20998252897;0.030551488869359947
0.049;1639.9000247930824;0.02612611659983334
0.035;1673.9001416247932;0.032733375312866894
0.046;1646.0998771370923;0.0613000335025289
0.052;1664.959129765429;0.04461822227618746
0.057;1654.0997327771156;0.0984078861583433
0.07;1678.874047030637;0.0736060501775332
0.043;1632.9787504521248;-0.021286829684958194
0.038;1639.100231738651;0.04775857588745637
0.04;1637.0566859963858;0.0017802710581708153
0.034;1658.9904553168496;-0.04611014378977717
0.05;1657.8999434895945;0.04791005876673861
0.057;1676.9624190557226;0.043641616780260115
0.04;1651.9000452682478;0.03167516559764587
0.056;1651.1000580518678;0.0628568131485749
0.044;1657.107140504667;0.04554183022924917
0.049;1612.0993531417253;-0.0207891506798
0.062;1678.364539346044;0.11163504789975011
0.063;1640.5738712801297;-0.0019385893997024145
0.04;1662.280327832432;-0.009758785240293527
0.054;1667.8851305092142;0.05138749783183645
0.053;1661.8426307197508;0.05046055243111551
0.047;1685.9000281479732;0.05378187961031054
0.047;1667.3040504045678;-0.00046687625458555204
0.035;1683.4870125420473;0.04766056748729551
0.042;1670.1001141534057;0.06689871036466417
0.055;1672.8998655492123;-0.00856900947649454
0.029;1687.056355538897;0.05585672281241204
0.05;1659.5814848848117;0.05068929731419304
0.062;1679.5752730868642;0.0037411718116142217
0.031;1676.3015990769827;0.014853379881761317
0.039;1656.5005056060086;0.005199123089630803
0.038;1649.0997905718568;0.013358679817297159
0.068;1676.9001407867238;0.009345804273981365
0.037;1673.220549217888;-0.01403552987437598
0.055;1659.6274974420232;0.04351296930202338
0.046;1672.975375805593;0.04962278064093324
0.051;1654.2913598866248;0.048378961322269806
0.067;1636.8685291476584;0.041304033382896246
0.048;1649.967797067942;0.05708867002260383
0.051;1642.2782139743233;0.038272474490151934
0.045;1648.2830488823886;0.02449840920592679
0.062;1611.0996816234133;0.027920503118457465
0.039;1651.8187436223263;0.04497318006769814
0.047;1631.537808633722;0.03927196171217086
0.035;1642.6934188312673;0.03279060408484165
0.032;1638.619976273875;0.0705410824912897
0.038;1651.0493069115626;0.004983109250727855
0.066;1646.1003070035777;-0.006240086061054237
0.065;1649.100427261957;0.09200867527277347
0.071;1599.1007992166074;0.094097235667144
0.047;1655.8769977438924;0.046544778062049
0.028;1652.9317547740657;0.03382561003276631
0.045;1665.1386561951774;0.05633306023490549
0.048;1677.4412285550725;0.03643711977657198
0.047;1669.6982130733445;0.03574677395573579
0.08;1686.8997887218347;0.06006009535310251
0.058;1669.6746297285756;-0.00918995135279603
0.064;1678.8997226370163;0.058363745892380955
0.0;1692.100414551422;-0.0322518391523957
0.037;1679.7763467865227;0.0321929157690659
0.044;1644.099254452257;0.02439981070837484
0.041;1660.897901221984;0.0021803531198132248
0.043;1646.9001440983227;0.04698395881838609
0.041;1648.100292064188;0.06056077805314293
0.053;1654.099304803551;0.03460691084513086
0.044;1671.9001606803079;0.10139462711475684
0.048;1638.0997274958909;0.07359601129730149
0.048;1665.805183433959;0.01489075657948176
0.035;1641.2542798927996;0.019648131057423315
0.045;1659.7046024594313;0.026286618515315788
0.057;1655.6026704204983;0.05793607072482722
0.045;1657.899825177637;0.03412493984129421
0.053;1670.3835109304807;0.06464650600817708
0.048;1659.3045890309952;0.03360673491001252
0.047;1644.196649033459;0.05043238756036973
0.038;1642.761545580443;0.004414343118890371
0.032;1654.92164061738;0.032522569478294475
0.037;1651.1663247627807;0.03630691130286044
0.042;1655.8698580397827;0.05613697573065195
0.036;1663.100005416689;0.020794240913670395
0.036;1654.8998095656605;0.05702422214519108
0.029;1667.8875761955817;0.05170493404822975
0.033;1662.281121729866;0.033831949372723505
0.029;1662.1049290431667;0.05067856894480939
0.034;1652.2173411821168;-0.020396272547523672
0.029;1678.427208930426;-0.001974896640366694
0.051;1640.9001394910565;0.025272226845806642
0.039;1665.2247584634238;0.08231197577736411
0.032;1653.1941938426983;0.0013947858311333244
0.04;1614.1001254116438;0.0512109085404409
0.041;1664.9900414666981;-0.026250586885409835
0.043;1665.6239367381525;0.01454409121185489
0.036;1619.4557900338943;0.06248373056321661
0.037;1634.9001243645619;0.011734748552915564
0.041;1658.0777903937708;0.04574502309734636
0.039;1653.9000907896873;0.03490405264990133
0.04;1666.4558563367223;0.027988122640654103
0.038;1671.0306048564655;0.01591607579232597
0.044;1658.6056665414028;-0.004178247522292497
0.035;1657.8618231237901;0.05496871497202767
0.051;1666.9001970870802;0.09764962291265623
0.041;1654.5397754507085;0.0694825004051668
0.037;1666.8997187494654;0.030363421043801117
0.051;1655.6291560221507;0.011919143506441313
0.052;1660.9256854846342;0.01767411400392037
0.054;1677.180342263427;0.017921248777909585
0.051;1668.9000216613736;0.005418122292396146
0.04;1669.462816783782;0.0485760831179899
0.041;1658.458048122282;0.029851748721409874
0.032;1665.5535031315167;0.014688208676413142
0.032;1673.8038264140173;0.02879719747277125
0.056;1658.2756722979418;0.027690929033865844
0.038;1673.8999123600554;0.028747102297300695
0.04;1672.806042671666;0.04454435222610016
0.045;1676.9000277003543;0.03869224455433075
0.048;1675.9000580199233;-0.011246291177092888
0.059;1663.266590415323;0.01276317801768663
0.05;1655.1000796963228;0.024731237926579372
0.044;1688.896565748658;0.05970661189860739
0.036;1685.8998556129538;0.03769827962682924
0.047;1686.0998849177788;-0.005830516549515469
0.039;1668.9000325529987;0.06643323261147126
0.045;1668.899943659892;0.07592365602960303
0.042;1658.8990863727242;0.05320892706872142
0.034;1649.3819013029781;0.007574887189394766
0.034;1658.6945177839077;0.06280130679463737
0.044;1652.3854327464396;0.03910130685185452
0.043;1685.1799757654467;0.026605006599126915
0.044;1656.3765426232042;0.013297400656518035
0.036;1678.6734000513175;0.11307716440897929
0.059;1691.900183836561;0.07982718400454271
0.06;1662.9004287029256;0.07850092082915601
0.038;1656.0462947394758;0.015186254774277888
0.028;1652.8064142035776;0.024461354768553087
0.035;1672.0998480627718;0.053027459166071225
0.029;1659.9236142093866;0.037118765138914225
0.045;1644.3747525185488;0.0023944830134004086
0.045;1673.8999801541;-0.01837346298172586
0.05;1659.0994423392135;-0.030757163886677083
0.051;1671.0999764260048;0.03775606180040032
0.037;1664.8848702613047;0.056977901365644665
0.041;1669.1989598145194;0.020612417822193876
0.04;1663.4173317550742;0.06592774555286711
0.037;1653.0999157353035;0.015643957387040705
0.03;1670.3057179386053;0.05086818140605716
0.043;1647.104062982032;0.05058881970306535
0.051;1671.0456247854904;0.02399171616482
0.035;1664.7515989319643;0.06490634785980488
0.053;1686.2625752764484;0.05015760346232205
0.062;1659.5407459412927;0.053755663415874996
0.041;1670.8599303975084;0.03624074990473687
0.064;1634.2983409296348;0.028328988765997723
0.053;1641.6745794666422;0.04939644343055656
0.057;1650.1689434280938;0.008769633633002247
0.033;1664.7171025496555;0.038874527579445775
0.055;1668.8301807627226;0.04287595653597166
0.04;1661.4996946211554;0.03849298541767378
0.05;1661.1000720410427;0.0010474365134338776
0.047;1645.416665047127;0.02456291099610923
0.047;1634.0990607645163;0.07857534212132357
0.04;1636.1000468284715;0.028905574742350185
0.033;1635.3075542200932;0.0309228293842186
0.056;1643.1332871200866;0.02505316170780604
0.051;1668.2003983628629;0.04346045590171478
0.031;1658.1000606685523;0.12325241574091002
0.061;1653.8694547851503;0.041153203674119385
0.044;1669.9103097705865;0.024827096028987042
0.041;1707.8998100894682;0.04511326582279236
0.033;1688.0998567323272;0.021559815339128915
0.048;1679.1468463688125;-0.01420296860699291
0.03;1674.0243840141304;0.005927552027247665
0.021;1695.7062814660792;0.09444040645062428
0.039;1675.8503421210787;-0.026935608444313378
0.042;1658.9900012520939;0.05383755211963957
0.037;1668.0999437206794;0.03401734251209167
0.039;1662.914537805794;0.01578468620981667
0.042;1665.3591084804004;-0.014260908351555926
0.041;1658.6666944199208;1.4623329989985057e-05
0.041;1657.2461795033375;0.02524162297415479
0.039;1649.989959521984;0.05975286582037821
0.052;1666.5515896841134;0.05339006927749142
0.044;1662.6387504832906;0.025873798547274687
0.053;1659.809850782884;0.06609336606974826
0.066;1660.8302365300679;0.05887549520389408
0.077;1656.9068045221356;0.04600978849943517
0.042;1657.8670354470821;0.0413565380814679
0.06;1663.9000867386835;0.04625161024018733
0.037;1667.3173570593187;0.024608229787500116
0.041;1679.0999004557855;0.022312927526736345
0.046;1658.812582077857;0.014643005368071352
0.04;1698.9006054315155;0.00878387147830903
0.046;1684.099903695083;0.04901474965873813
0.056;1662.670320436161;0.04885558795811919
0.041;1665.7546956848528;0.12390699506132143
0.053;1652.072285391971;0.06576221721051513
0.048;1654.1000167513487;0.07250177031724665
0.055;1651.3506503084782;0.06664526071934888
0.077;1660.0241657776244;0.08643979411817283
0.06;1653.5591463864034;0.053640146795820035
0.051;1672.7748463721614;0.088298173570529
0.078;1657.0998124278703;0.09592611397578145
0.049;1671.87435218077;0.029543307474770006
0.064;1664.9208741551859;0.06667505214763257
0.075;1661.7858660397683;0.0605330021527196
0.075;1652.7289171729979;0.04691697176562652
0.058;1655.0999146783427;0.06209592039427407
0.033;1650.0987248432477;0.03370754792801835
0.039;1613.9001821394968;0.021885905794237617
0.075;1620.9020653850894;0.06324077482192035
0.065;1641.886954873373;0.07631302497378219
0.039;1671.90008069086;0.09520703303273322
0.029;1656.7028863070148;0.05536484043336627
0.047;1644.5345059644276;0.030860356052874224
0.035;1658.3236112204806;0.019532529870772905
0.049;1661.8236689866437;0.04351119823627088
0.048;1673.4511631115377;0.04132128888342544
0.048;1677.8485977347684;-0.01624114197135089
0.049;1684.2939668863569;0.08028953619542135
0.029;1684.7627803315304;0.08183613240180189
0.035;1680.0999870702578;0.04321102747890267
0.046;1639.3808841926177;0.04412457135799917
0.047;1666.2326718922893;0.01718864645251021
0.091;1654.9812376994648;0.07063385714992733
0.046;1658.9130159891783;0.054971264200884704
0.062;1642.0505478311802;0.09352912477103616
0.054;1645.1001567325693;0.10659620169986726
0.055;1654.8633325305536;0.10888299723714166
0.055;1643.6192065427447;0.07754375075260046
0.04;1664.04915894523;0.046548222074427895
0.043;1664.0345510420723;0.07917559209278775
0.039;1650.8999373509107;0.04152701739949559
0.054;1658.1525790282444;0.07255711731683069
0.054;1660.673930675769;0.06106516648959674
0.047;1658.1001569978835;0.04750066794841813
0.062;1614.0367315203214;0.09279074408443018
0.025;1662.958612552868;0.04824224400475745
0.043;1651.912664790276;0.014109842056076363
0.033;1702.1004647370837;0.011515963204735774
0.028;1673.099810718863;0.03296665925860966
0.044;1671.922013634341;0.019963009133404555
0.033;1676.0998129022084;-0.00890896708127159
0.035;1667.7304685342517;0.08113236180956902
0.046;1660.0310761117312;0.058766326978371544
0.049;1655.652098992704;0.03957383576948599
0.039;1713.672714789082;0.03863567480383416
0.04;1650.234472387717;0.003702862936021331
0.054;1659.9007901621198;0.003999951922350295
0.046;1654.8039709210675;-0.013410711858252183
0.038;1685.8538586562945;0.03041504775893457
0.065;1638.061306274676;0.05628019846022787
0.052;1668.5311921373595;0.10094675888223086
0.038;1665.9966950582987;0.10308523072465166
0.038;1671.1005194018107;0.050474212852237174
0.048;1666.101536750658;0.04639905459309786
0.04;1655.899962002761;0.0554617631733081
0.035;1664.1264310826077;0.012062058050060637
0.046;1660.457411342892;-0.008448402295487711
0.044;1675.9003972911023;0.06570377394091377
0.048;1648.5655920584554;0.03633210106811237
0.049;1651.0997861806568;-0.004848007306261018
0.075;1667.1001859758228;0.09431034845643156
0.048;1655.260965137146;0.04180894598048822
0.062;1639.5052210515041;0.05476241450205151
0.046;1644.0050440578173;0.054984462346610766
0.068;1650.7232507895826;0.042545203106628585
0.047;1660.9871474024585;-0.0009990763709642886
0.05;1657.1470002907192;0.07241183600948185
0.059;1662.0998123561671;0.014230213925036553
0.051;1644.1011676188004;0.010915937125664632
0.037;1655.5313833041075;0.04500776366826427
0.056;1680.2519863327914;0.04117435978660135
0.053;1656.1022689979359;0.03197567703149472
0.051;1660.9806332745761;0.038729725157413755
0.057;1672.4498159412424;0.08970559092114845
0.048;1661.2581318125558;0.04907823402710783
0.059;1664.178973303055;0.06283679125745696
0.06;1665.5530624867579;0.06259764067171288
0.048;1650.9386340638625;0.11020953412201319
0.046;1649.260059518301;0.06564589205168654
0.039;1652.8998205210985;-0.059607853987919
0.054;1644.1001095892511;0.06428519775856674
0.038;1657.4878495579069;0.005028132666869661
0.048;1660.6699635504235;0.049962337860627135
0.047;1654.0998439486764;0.033717521267687636
0.061;1653.6342558620731;0.043682621900924715
0.05;1653.1050786249782;0.046271536866953636
0.06;1622.4729167673256;0.039328960449305825
0.045;1679.4484655820363;0.03895386122732865
0.047;1587.1004289235218;0.0570096737268755
0.047;1673.8999746014256;0.040081196884622264
0.053;1617.1002396708818;0.04557411926492903
0.039;1664.9000556031767;0.009894089588195557
0.039;1644.8995402801563;0.009445760191149566
0.054;1655.5322075653035;0.0799958456003358
0.054;1646.9385865066963;0.03152684781131139
0.042;1665.0999891211636;0.014805748365685392
0.037;1646.2336086083926;0.06387001182607764
0.045;1664.781443333353;0.012340670837701198
0.042;1597.899926946188;0.046850708780887054
0.074;1615.0998683182656;0.03442084474962327
0.034;1658.4631150146242;0.01829049715014043
;;
0.032;1689.1924846567035;-0.015090099903683
0.032;1692.218455139578;-0.02006810061901261
0.053;1661.3032196184133;0.02084545936434197
0.037;1620.4567250115203;-0.02082321088995552
0.027;1679.0401790766798;0.07005956074919199
0.04;1688.1420453810529;-0.02475209193605414
0.041;1695.188507291245;0.08104629938931475
0.042;1690.9294273983403;0.09217969561434146
0.04;1689.7665156687299;0.07420220014707084
0.037;1665.6942573906308;0.10819023423139991
0.045;1678.9704154505714;0.11075242058525424
0.0;1612.2464204954276;0.15099014702884356
0.043;1644.1456600611266;0.16385453930215987
0.053;1624.8156635489813;0.1574513349589995
0.051;1672.495417873574;0.10062333619659715
0.047;1667.962939298761;0.024478178067489156
0.052;1690.6221133849017;0.08386053634776437
0.042;1647.7010649657134;0.11254494749202941
0.047;1642.8830904314507;0.19145009412102776
0.053;1635.5380439308194;-0.004898641745512494
0.061;1666.2658596549459;0.03941380259432291
0.049;1694.5465343344672;-0.03363408024002823
