Meraný uhlík (%);Predikovaná teplota (°C);Predikovaný uhlík (°C)
0.056;1704.1963116298941;0.04187797639160552
0.043;1692.7862424360922;0.10521727161571555
0.043;1658.0008755353883;-0.08254110614961165
0.056;1544.2073777370701;-0.026360459868145572
0.034;1596.1445372119765;0.12814204265850065
0.062;1663.7214917284155;0.08185071527735545
0.049;1660.9867629996925;0.06056973023080854
0.052;1637.4949569169569;-0.022353922693933756
0.046;1635.844603196573;-0.131055230031905
0.038;1625.5635003659283;-0.11999027136265318
0.041;1617.7347942149618;-0.10706840441300292
0.031;1656.7876004921534;0.11946947622997965
0.039;1661.8268073732356;0.16111709112983064
0.037;1663.2117405491078;0.09097073605946031
0.044;1668.4798613740886;0.14424029239761255
0.046;1676.7318688157022;0.1218907334778049
0.043;1683.8766990188788;0.12228829641424606
0.045;1677.3609252594033;0.07316747756006813
0.042;1634.5700648679942;0.12198835680743643
0.032;1716.3059956234279;0.10394638523945392
0.048;1667.7856271325068;0.047098026191448275
0.034;1642.7296741816142;0.182032398753592
0.047;1648.7593503799724;0.1456287250281893
0.049;1646.0191567508261;0.11092572280728473
0.045;1647.351532578427;0.06875446601980299
0.058;1680.1573955903789;0.08227378502614703
0.052;1693.7419660677847;0.1818943389378211
0.041;1705.0866345830777;0.1554190183318947
0.032;1693.9132818312612;0.10686604711406995
0.051;1708.4068872696569;0.052834170827826
0.046;1641.3786779571658;0.06809895500169282
0.024;1695.2363678134234;0.1232964526986683
0.067;1520.714955742697;0.17021409615008848
0.043;1656.7587538066907;0.14132151061408937
0.047;1680.5754584522563;0.08678266408263278
0.065;1693.1248804945376;0.06335237193495159
0.044;1659.8986022403346;0.09580311100628729
0.044;1683.0333454876616;0.04244014174812279
0.073;1684.7679806402427;0.0852019920806454
0.047;1568.7668665354938;0.07511314794360942
0.045;1618.1049875894146;0.21225218543339958
0.048;1639.3807233689133;0.11779064629016021
0.039;1677.2342038176043;0.19666700014942684
0.046;1659.156473350897;0.07729612253164207
0.037;1688.2052063410179;0.15444035638479864
0.043;1594.788280996159;-0.05361517801991855
0.036;1457.1041407701703;2.7633924672434973e-05
0.051;1643.3623197342508;-0.007564230556711363
0.056;1605.693524085889;-0.06690282405049416
0.037;1663.944203444184;-0.09263806885624376
0.052;1647.1028361911235;0.042540290700574926
0.036;1641.166827739848;0.03622931851395665
0.046;1648.7333555165062;0.007062981209575936
0.047;1637.9520776082056;0.1370299301333444
0.032;1605.8065460246542;0.021552899318156446
0.043;1652.8055383796698;0.01925073866027928
0.035;1628.9731904073703;0.1403916779900472
0.029;1631.1896262874195;0.10064196511104574
0.034;1623.570556860453;0.08238133483105171
0.036;1651.2457592626988;0.044732585925375115
0.055;1618.8426538238634;0.14926309901152596
0.032;1660.6722768259945;0.17524285192121902
0.037;1655.7562728278278;0.004220276709446483
0.045;1640.8637278990193;0.0510602935698556
0.047;1635.7221563056335;0.07212127049919208
0.049;1662.3850069728564;0.05365739861744208
0.039;1576.8112836965972;-0.02685911490690067
0.031;1649.081787174988;0.05889350003733769
0.041;1594.0862560394146;0.07373678613115268
0.034;1681.1654286104958;0.015829802842783527
0.037;1673.6654379045508;0.11034439134600228
0.036;1659.2199967818497;0.10875207646255443
0.04;1584.8075002746318;0.028656233306692938
0.035;1696.1080322940813;0.09550983551323726
0.035;1715.3975285519095;-0.021541201860357392
0.052;1669.7626865608595;0.05206463899523388
0.043;1673.9239912814799;0.08197861387561352
0.035;1680.5310502441848;0.1548395399568328
0.047;1664.1062791409602;0.17652486220754865
0.062;1679.874354951794;0.04360342079878761
0.042;1659.020655453264;0.0804716396494057
0.059;1625.897889642503;-0.07560332588134423
0.042;1668.6481584141784;0.16443345221047218
0.034;1675.5446562773193;0.19748764772267774
0.048;1630.6780142129094;0.07024491690990468
0.032;1673.641674078418;0.1553712432716241
0.03;1662.3502429573105;0.17714002731549844
0.047;1664.2342768804233;0.0646794446741621
0.034;1664.5059932600848;0.24696809932594938
0.037;1635.4158486119063;0.06374639413519169
0.039;1655.8091558080419;0.09518638981947088
0.028;1649.2396011445808;0.16430353768217265
0.031;1677.8576796482816;0.17133058041066085
0.034;1670.309760886993;0.22479140442017692
0.041;1648.3387428090175;0.24616548262840193
0.035;1683.638493250402;0.3320732934069361
0.048;1663.7754589295146;0.25266327013606454
0.029;1672.0476739439434;0.35034412849980906
0.029;1679.939999680757;0.35310364455296434
0.027;1659.5929154945213;0.4121701958135188
0.058;1657.0986368064168;0.3608843929895481
0.043;1668.401986511586;0.32114887397863195
0.05;1618.7189622011945;0.22614341766218843
0.033;1647.4345952809256;0.23192984540404343
0.049;1665.388756924791;0.2145689137031116
0.034;1662.1907499153237;0.239547271368237
0.046;1630.0694985845837;0.14956625918424615
0.059;1643.4868210424404;0.19429969262596397
0.045;1657.8516382166918;0.13748737149502788
0.036;1660.2664682335587;0.20140928724177232
0.037;1661.744358086721;0.2589937667823891
0.043;1670.5769672959896;0.1893015144262281
0.049;1644.6790966081458;0.07383870776028174
0.027;1682.1099073756993;0.16922388775276914
0.03;1680.5188329338787;0.1689053417867466
0.03;1663.5653575987221;0.3069906579941361
0.033;1688.7988041167064;0.11857971299855906
0.043;1616.0897279285882;0.26387888412314847
0.031;1681.8813171393324;0.17954704154423456
0.042;1694.4425699956935;0.11884057832188478
0.027;1669.0015977095168;0.075853319036442
0.033;1649.9168156365756;0.204717907193327
0.033;1666.3867364390765;0.23924590285840874
0.046;1672.657666815221;0.1333858862863797
0.025;1669.3482151033425;0.06050059219525712
0.027;1673.3845280675023;0.14141877759309301
0.033;1656.6724955396016;0.08707947102453624
0.043;1670.7132246942867;0.019767560559321676
0.038;1645.8489021819848;0.06515734569130661
0.035;1661.8678404505154;0.08216661049187303
0.048;1651.9449172049167;0.059665891207410324
0.047;1649.846781934926;0.06302979760202011
0.044;1658.6922977552777;0.050617361304711964
0.043;1624.0712057390324;0.10734207241235681
0.038;1664.0799251656247;0.2768706975261884
0.035;1664.2127723239869;0.08133789535147136
0.045;1676.8596332423033;0.0767808642700354
0.044;1649.1961621042324;0.27682615330504695
0.048;1671.651249903731;0.15532213685245194
0.037;1670.89507820408;0.07966741454034897
0.052;1633.9878493439792;0.15034902951563045
0.04;1633.8765918297986;0.17130161441031416
0.039;1668.4424701203907;0.17435480765785571
0.051;1675.8443524748395;0.09956430604538681
0.038;1667.0466828610386;0.06690449406482836
0.082;1551.2519939450399;0.2202415616549656
0.029;1702.4156784871536;0.07417173596701511
0.032;1687.7546801266494;0.05193866908518492
0.041;1682.3395463271906;0.085222834888888
0.053;1170.3500578541107;0.2763089161069087
0.034;1574.0747297076678;0.2993443061106577
0.045;1681.4737805933014;0.10681377853727171
0.041;1660.6660556838228;0.03266829377729867
0.031;1682.1316287036793;0.14443117536362698
0.035;1689.87857123776;0.09946948299291132
0.049;1919.1028166546855;0.08218040447127968
0.031;1658.3436451880432;0.024672587965200846
0.038;1676.6527264060278;0.13242608161052905
0.048;1661.6378211225624;0.16723744488783998
0.044;1704.9960799952862;-0.08201935604351132
0.037;1690.3845015288223;0.053964053094684675
0.032;1721.7239953817825;-0.00923179018833177
0.03;1716.7705009909712;-0.12979920511989934
0.047;1674.1354719044884;-0.03367512809346011
0.032;1678.030035298193;0.12057472576591811
0.046;1675.1314572627887;0.18796086587981897
0.028;1632.0796504999244;0.11970344755037653
0.048;1642.863560386834;0.042678593500523845
0.033;1645.2520285361556;0.0942984828922543
0.039;1612.7807376439168;0.11203424783500625
0.035;1655.2999134494191;0.047526785749163095
0.043;1657.702775431374;0.05505170194259752
0.051;1642.7937306736255;0.08224493568629752
0.047;1588.2638727786646;-0.006258055173057345
0.069;1680.9969879376674;0.04623084168245019
0.034;1636.6658241898892;0.027183649686858227
0.063;1569.5847856907517;0.0929892538154556
0.038;1671.0355856945903;0.05783268253098538
0.042;1658.7828378687254;-0.021569226437376646
0.058;1681.3911027645206;0.030583586576563945
0.034;1696.55002902885;0.11312793171722056
0.036;1687.6178267092696;0.1508200546247263
0.036;1691.4676756555161;-0.06772455977211674
0.066;1682.2159161679137;0.35202176163086835
0.034;1661.2061166484693;0.06585213240509157
0.058;1673.845530018556;0.07376996762840139
0.051;1655.3833188945432;0.1492226580015119
0.046;1662.6620380673996;0.04068970796752315
0.05;1633.083938344175;0.15635093989371024
0.062;1683.7048015470418;0.007587931480507723
0.057;1674.8869634241196;0.06974503439041883
0.059;1679.988386801573;0.055643273621516706
0.049;1680.8378486139727;0.061925988291641657
0.069;1640.972836563752;0.12870292029614788
0.042;1676.9979676415296;-0.06654508913924242
0.052;1725.1854486607328;0.0058219110349963105
0.042;1691.8278568553897;-0.11955612781757723
0.034;1674.0884690066684;0.0851184980783898
0.047;1679.1168771051834;0.12668543149511052
0.079;1653.8239519430786;-0.0267947902577136
0.082;1649.2013833424653;-0.047430453514193505
0.053;1667.5194318994993;0.06751911291712841
0.038;1688.697856108873;0.13798462682148965
0.045;1678.3015636669447;0.07194402724920317
0.047;1676.1146120160547;0.08692061561262247
0.054;1675.7848493484673;0.14649813051138805
0.069;1689.5435006751873;0.1653140619643091
0.044;1689.684370017339;0.07636285805713248
0.052;1666.1977444744655;0.07908040473209095
0.052;1682.1144137710187;0.07312142255057692
0.049;1665.28044828891;0.06337829632014201
0.04;1707.4188423009612;0.08234403197889402
0.069;1719.0087893980894;0.01858450610855912
0.052;1721.315219331141;0.013587596665489102
0.035;1689.4071867752386;0.1714738537494387
0.042;1697.6816522692272;0.1429506399086396
0.05;1711.3063043502016;0.07681863932756523
0.064;1696.4844409802606;0.017727958277718184
0.051;1688.6991941811445;0.12642728379635104
0.063;1667.0025899817601;0.16322530797960294
0.062;1671.7466665835454;0.07035726568394964
0.054;1694.2641835975091;0.14825218482759167
0.048;1661.3392938749166;0.04841045011289653
0.065;1627.6977880549675;-0.05249741207633139
0.054;1612.4778364756612;0.08020957386862622
0.054;1652.4023650412637;0.036786385304691374
0.055;1652.4113223455308;0.05745623306838328
0.069;1668.5859926632513;0.15221034191599603
0.045;1686.5334515784818;0.19127391310490865
0.05;1685.1415997579497;0.04893525465252142
0.084;1519.6564843225945;0.16029728375536856
0.074;1692.5924347300727;0.23296700594647374
0.057;1697.4071137211752;0.061274826740615754
0.037;1720.7733010727936;0.08858409979367761
0.036;1633.363362412769;-0.019087124489215387
0.037;1679.153912814666;0.17898740227613041
0.037;1679.5740489568782;0.0565437315764928
0.041;1647.0748375621179;-0.03765114425214318
0.048;1706.4183930464224;0.10967621335934767
0.035;1702.1433454466562;0.12367859255019704
