Èas (s);CO (%);CO2 (%);H2 (%);CH4 (%);O2 (%);Teplota (°C)
444;10.162524;20.847202;10.224587;7.083014;0.015869;1157.6
445;9.879609;20.971865;10.045783;7.053818;0.015853;1155.03
446;9.639834;21.076894;9.32;6.99966;0.014397;1152.33
447;9.432389;21.153547;9.726689;6.923719;0.014354;1149.54
448;9.259945;21.211711;9.584675;6.831667;0.015525;1146.74
449;9.104649;21.248371;9.448318;6.711067;0.013792;1143.89
450;8.947795;21.283926;9.300383;6.589806;0.018314;1140.9
451;8.764206;21.318762;9.142286;6.460279;0.027514;1137.89
452;8.580731;21.3615;8.996757;6.341307;0.0414;1134.88
453;8.383625;21.403438;8.816905;6.216205;0.059017;1131.83
454;8.140002;21.448314;8.620461;6.105308;0.094223;1128.82
455;7.898287;21.477834;8.57;5.994461;0.150715;1125.78
456;7.674172;21.488121;8.289332;5.891308;0.223825;1122.81
457;7.467979;21.481604;8.255533;5.812226;0.338626;1119.89
458;7.294588;21.466727;8.241082;5.76351;0.478848;1116.91
459;7.167249;21.43135;8.40361;5.718813;0.631274;1115.04
460;0;0;0;0;0;1002.34
461;0.051776;0.144044;0.071909;0.04287;0.012779;1000.47
462;0;0;0;0;0;888.31
463;0.292926;0.852322;0.474579;0.239209;0.078925;880.4
464;1.716779;4.969473;3.072341;1.419854;0.320534;869.79
465;3.362363;9.620404;7.012083;3.045996;0.452569;857.24
466;5.125216;14.637923;11.734036;5.051333;0.548973;843.25
467;6.853627;19.840124;16.728247;7.255322;0.62012;828.41
468;8.205688;24.327942;21.248194;9.30956;0.585447;812.98
469;8.320184;25.651318;23.51177;10.458464;0.371223;796.06
470;8.10413;26.461711;24.247882;11.107547;0.259505;890.49
471;7.435833;26.254527;21.097523;10.729153;0.395208;874.61
472;6.13602;24.468227;16.589085;9.161188;0.992877;969.67
473;4.866994;22.422186;11.96764;7.362006;1.71224;961.06
474;3.712552;20.247019;7.24164;5.484925;2.483411;955.66
475;2.66841;18.049822;2.565786;3.658416;3.262896;952.68
476;1.960617;16.509611;1.004317;2.483431;3.825875;951.44
477;1.911221;16.347378;0.515177;2.284767;3.958946;951.4
478;1.92002;16.315772;0.141225;2.237221;3.996198;952.3
479;1.710814;14.562311;0.390339;2.025536;5.689554;953.85
480;1.732457;14.080674;0.861986;1.947077;5.995947;955.15
481;1.828439;13.925721;1.315285;1.89976;6.034614;956.11
482;1.926512;13.771252;1.770325;1.866673;6.079143;956.61
483;2.019988;13.607945;2.238488;1.845183;6.126403;956.75
484;2.321323;15.20344;2.309595;2.038481;4.471314;956.55
485;2.378622;15.47444;2.307759;2.098285;4.24789;956.03
486;2.363852;15.427066;2.321233;2.126566;4.281818;955.25
487;2.338909;15.369665;2.317205;2.145716;4.322525;954.22
488;2.30916;15.311959;2.297846;2.150981;4.370566;952.99
489;2.278495;15.266092;2.26898;2.148717;4.412277;951.57
490;2.24591;15.235491;2.238487;2.150663;4.44434;949.98
491;2.210622;15.20906;2.199687;2.155139;4.474235;948.21
492;2.167566;15.188314;2.142236;2.157618;4.501172;946.27
493;2.118914;15.165139;2.080222;2.159564;4.525499;944.18
494;2.065105;15.13724;2.018284;2.160314;4.558294;941.98
495;2.009135;15.100375;1.958411;2.159284;4.593946;939.69
496;1.95527;15.070308;1.906585;2.15725;4.626728;937.35
497;1.907501;15.046891;1.88479;2.156906;4.650433;934.94
498;1.867808;15.033355;1.865344;2.152214;4.669975;932.48
499;1.831974;15.020734;1.842562;2.153142;4.687354;929.98
500;1.795707;15.002741;1.809892;2.150891;4.707791;927.45
501;1.756624;14.986172;1.778879;2.153384;4.730102;924.91
502;1.716994;14.973239;1.694576;2.135658;4.72588;922.41
503;1.670625;14.98867;1.596576;2.119241;4.671222;919.92
504;1.632394;15.027073;1.504343;2.0977;4.597324;917.45
505;1.600648;15.086604;1.428733;2.073488;4.513426;914.98
506;1.575419;15.152454;1.368941;2.045818;4.424334;912.51
507;1.561705;15.229565;1.370808;2.057097;4.359289;910.05
508;1.568406;15.288276;1.39564;2.069559;4.334991;907.6
509;1.569582;15.331072;1.425956;2.099264;4.327562;905.15
510;1.568489;15.357629;1.457624;2.133203;4.330184;902.72
511;1.570231;15.3721;1.482746;2.164053;4.353272;900.34
512;1.575661;15.356631;1.544129;2.20093;4.416219;897.95
513;1.578255;15.316359;1.61681;2.25243;4.523664;895.55
514;1.579679;15.252308;1.679709;2.288785;4.645242;893.13
515;1.577791;15.174193;1.72893;2.86;4.774702;890.69
516;1.57004;15.098538;1.765705;2.368363;4.885382;888.24
517;1.543584;15.030481;1.753295;2.382135;4.961793;885.78
518;1.509925;14.963702;1.711296;2.38333;5.010335;883.3
519;1.475877;14.902862;1.671413;2.384156;5.053344;880.8
520;1.442752;14.851794;1.629948;2.381105;5.093929;878.25
521;1.408043;14.784627;1.587629;2.380799;5.147326;875.63
522;1.362093;14.538239;1.392721;2.315782;5.356287;873
523;1.279603;14.139448;1.188871;2.172662;5.676942;870.43
524;1.20475;13.75268;1.003957;2.024658;6.009029;867.97
525;1.146669;13.384885;0.843337;1.878359;6.34404;865.62
526;1.102824;13.036577;0.713053;1.747777;6.676143;863.37
527;1.088893;12.878261;0.75557;1.684641;6.853455;861.22
528;1.119189;12.887448;0.839365;1.713876;6.911357;859.16
529;1.154826;12.902733;0.931928;1.755229;6.955456;857.2
530;1.185548;12.906853;1.032798;1.810798;6.99298;855.36
531;1.214599;12.905168;1.145381;1.860823;7.030344;853.74
532;1.289052;13.107444;1.507349;2.023527;6.923566;852.2
533;1.420193;13.512994;1.07;2.293211;6.684432;850.6
534;1.526691;13.892399;2.263441;2.574466;6.426798;848.88
535;1.611749;14.260391;2.580744;2.838899;6.163869;847.05
536;1.681955;14.635034;2.855667;3.114903;5.887465;845.09
537;1.69305;14.801171;2.823073;3.272252;5.757529;843.01
538;1.619868;14.705177;2.691848;3.281624;5.789982;840.84
539;1.555563;14.631557;2.551985;3.259689;5.821234;838.58
540;1.496026;14.563296;2.392881;3.58;5.860264;836.22
541;1.436813;14.498234;2.22781;3.165106;5.900048;833.78
542;1.400343;14.589981;2.345501;3.17552;5.832372;831.3
543;1.438911;14.909627;2.504575;3.333023;5.669481;828.74
544;1.445638;15.088556;2.56372;3.445014;5.569349;826.12
545;1.42856;15.159232;2.573435;3.499973;5.515357;823.47
546;1.405169;15.15309;2.548898;3.526155;5.518249;820.83
547;1.356002;14.943674;2.235684;3.454144;5.660845;818.22
548;1.38;14.504529;1.889088;3.207552;5.891126;815.6
549;1.149136;14.177571;1.639678;2.996757;6.089758;813.02
550;1.094107;13.947568;1.452832;2.832299;6.244221;810.46
551;1.055526;13.783193;1.299557;2.691506;6.342641;807.83
552;1.017956;13.653729;1.173306;2.563403;6.410277;805.17
553;0.997203;13.564774;1.070778;2.474072;6.465701;802.62
554;0.970786;13.496768;0.976882;2.394291;6.507174;800.18
555;0.943675;13.438827;0.896048;2.323577;6.543724;797.82
556;0.915527;13.362612;0.825438;2.253854;6.594998;795.53
557;0.894075;13.331121;0.717844;2.187082;6.633489;793.66
558;0.873297;13.690231;0.542006;2.091011;6.710132;793.35
559;0.880348;15.403299;0.377347;1.948768;6.919731;795.43
560;0.996574;18.475323;0.22312;1.862998;7.191102;799.94
561;1.337271;22.002076;0.082763;1.860073;7.418165;806.62
562;1.890881;25.568478;0.024058;1.932415;7.672447;815.4
563;2.676593;28.991093;0.204784;2.121924;7.984317;825.94
564;3.612247;31.054605;0.620521;2.430761;8.143702;837.92
565;4.558576;31.564052;1.229539;2.761661;8.211992;851.01
566;5.313025;31.463976;1.985951;3.089826;8.270855;865.13
567;5.84566;31.348342;2.533369;3.397341;8.238103;881.7
568;6.386217;32.714304;2.628491;3.519098;8.133141;899.57
569;7.501855;34.32158;3.163276;3.636633;7.969699;916.44
570;9.147623;35.24256;4.287897;3.87351;7.675081;930.74
571;10.283251;35.476365;5.483306;4.27492;7.124032;942.03
572;10.747353;34.579216;6.972596;4.705934;6.328846;950.44
573;10.683435;31.319845;8.772149;5.352321;5.357299;956.59
574;9.647272;27.506565;9.719192;5.97456;4.415425;960.87
575;7.776766;24.325838;9.423307;6.34151;3.664413;963.6
576;6.021149;21.222494;8.143473;6.004291;3.67796;964.93
577;4.849871;19.063006;6.984549;5.549994;4.021198;963.09
578;4.001755;17.63202;5.752995;5.044323;4.460643;958.64
579;3.358814;16.781526;4.603293;4.457219;5.013163;952.56
580;2.952641;16.066218;4.053208;3.988769;5.520035;946.3
581;2.861695;15.968551;4.16;3.988692;5.531027;940.58
582;2.84533;15.960031;4.183492;4.031012;5.515453;935.42
583;2.766076;15.838974;4.144937;4.013031;5.548958;930.54
584;2.690447;15.455124;4.182506;4.044376;5.50737;926.07
585;2.541681;15.278154;3.950405;3.989888;5.491446;922
586;2.454156;15.320225;3.795004;3.953151;5.517135;918.34
587;2.37791;15.478089;3.52946;3.888171;5.559525;915.26
588;2.343627;15.867363;3.287187;3.811607;5.636758;912.22
589;2.349286;16.31979;3.087783;3.736658;5.732126;909.65
590;2.398624;16.718747;3.034482;3.690448;5.811134;907.61
591;2.454378;17.110118;2.974355;3.655644;5.878805;906.06
592;2.538095;17.449734;3.063414;3.674095;5.927414;904.91
593;2.607678;17.594972;3.17613;3.71836;5.950267;904.15
594;2.671449;17.722833;3.315427;3.785399;5.946489;903.58
595;2.722218;17.822597;3.446551;3.87838;5.929823;903.21
596;2.760259;17.876208;3.637919;3.975264;5.914639;902.67
597;2.792755;17.711293;3.926992;4.121436;5.843281;901.66
598;2.775378;17.383572;4.141855;4.252247;5.719054;900.98
599;2.675131;17.794253;3.554278;4.213298;5.671235;902.66
600;2.759598;20.213735;2.975811;4.032716;5.919729;906.49
601;3.375339;23.113378;2.68665;3.920687;6.174228;912.21
602;4.315138;26.174301;2.652129;3.882513;6.445075;919.62
603;5.490205;29.326894;3.007525;4.000798;6.712573;928.49
604;6.876977;31.707261;4.388287;4.47698;6.843425;939.04
605;8.168823;32.199821;5.791642;5.158934;6.65458;952.45
606;9.274778;33.505089;6.15773;5.52816;6.40131;971.76
607;12.074956;35.502719;7.370754;5.832788;5.876754;981.92
608;15.681847;36.764148;8.837531;6.476823;4.999763;995.54
609;19.722497;37.483825;10.59065;7.346747;3.949546;1038.43
610;24.260381;37.530887;12.892893;8.351767;2.74003;1075.32
611;28.935014;35.33006;16.889893;10.003175;1.576709;1095.97
612;31.123514;31.472629;21.592949;12.636791;0.700429;1128.78
613;31.813575;29.894454;21.919439;13.360695;0.223818;1115.56
614;35.367846;27.918193;23.661291;13.468477;0.031154;1147.82
615;36.915388;25.331856;27.663688;14.750786;0.008535;1165.22
616;34.388512;23.329324;30.718401;19.220588;0.006733;1170.86
617;32.139572;22.231336;31.799182;22.052168;0.006219;1181.56
618;29.966783;19.6767;35.774142;25.689978;0.00776;1185.27
619;23.76552;18.278859;36.67469;28.911855;0.010023;1154.94
620;18.413796;18.102422;33.807545;30.024391;0.012307;1158.71
621;16.216669;18.377072;30.127843;26.91308;0.014002;1142.95
622;13.988565;18.841663;26.011108;23.961383;0.015523;1111.97
623;11.995074;19.29507;22.742372;21.29571;0.016026;1124.24
624;10.448332;19.690802;20.178502;19.073653;0.015651;1088.25
625;9.251317;19.991259;18.06166;17.210737;0.016687;1063.44
626;8.314366;20.159373;16.042128;15.476103;0.016615;1045.11
627;7.347538;20.150338;13.424972;13.417727;0.016313;1072.05
628;6.330323;20.011955;10.668086;11.205029;0.017727;1062.86
629;5.423319;19.756945;8.250701;8.986583;0.01906;1056.75
630;4.754259;19.490612;6.314072;7.088596;0.018897;1021.52
631;4.162557;18.554653;4.779356;5.397565;0.763813;1021.5
632;3.979794;18.02561;4.740653;4.647236;1.117958;1024
633;4.148716;17.949244;4.870012;4.404523;1.116927;1029.08
634;4.304419;17.891175;5.081237;4.319427;1.1167;1036.08
635;4.435166;17.834531;5.323322;4.317672;1.116091;1044.38
636;4.686634;18.48844;5.843361;4.560309;0.37168;1052.61
637;4.935864;18.846037;6.110665;4.742111;0.01745;1020.18
638;5.068888;18.809694;6.463594;4.928174;0.017097;1026.93
639;5.199419;18.799451;6.819204;5.149143;0.016953;1032.49
640;5.324832;18.798784;7.17197;5.399536;0.017319;1036.99
641;5.425455;18.78622;7.472569;5.647272;0.016171;1041.01
642;5.493156;18.784993;7.72822;5.877472;0.016118;1044.7
643;5.543976;18.802255;7.977685;6.100297;0.016041;1047.37
644;5.592278;18.820706;8.175533;6.310851;0.015856;1049.54
645;5.618829;18.833766;8.344434;6.492057;0.015083;1051.66
646;5.645196;18.863255;8.511692;6.663165;0.015756;1053.7
647;5.674342;18.890836;8.553996;6.825792;0.016447;1057.52
648;5.489595;18.782475;7.766383;6.528336;0.016585;1062.7
649;5.310768;18.561749;7.283226;6.036615;0.016436;1069.46
650;5.379613;18.29841;7.083262;5.663561;0.016892;1077.35
651;5.592227;17.982058;7.161716;5.43832;0.016413;1085
652;5.918555;17.650446;7.579105;5.415864;0.015546;1092.18
653;6.497623;17.450586;8.89487;5.982075;0.015244;1099.39
654;7.073506;17.359481;9.988087;6.826237;0.015613;1106.44
655;7.417172;17.341564;10.86128;7.634895;0.015392;1113.29
656;7.611487;17.400472;11.474971;8.346045;0.015251;1119.89
657;7.681159;17.508286;11.881166;8.892051;0.016308;1124.32
658;7.69144;17.656442;12.292365;9.358199;0.01642;1127.34
659;7.658486;17.831142;12.551998;9.74107;0.015971;1128.87
660;7.553082;18.004088;12.649796;9.985487;0.016576;1128.78
661;7.411965;18.17313;12.640416;10.088742;0.017132;1127.79
662;7.235719;18.324726;12.543433;10.069363;0.01584;1126.05
663;7.040202;18.442903;12.254003;9.899856;0.01592;1123.78
664;6.827086;18.539171;11.934838;9.613374;0.016559;1121.12
665;6.640114;18.607431;11.633898;9.280847;0.016241;1117.99
666;6.462418;18.651105;11.344763;8.949108;0.016102;1114.71
667;6.30924;18.691212;11.06752;8.635312;0.016934;1111.53
668;6.170278;18.634949;10.611148;8.220003;0.017555;1108.4
669;6.076712;18.507298;10.214221;7.743109;0.017218;1105.55
670;6.042309;18.384613;9.899985;7.30809;0.016739;1103.04
671;6.053969;18.258996;9.681018;6.935761;0.016765;1100.72
672;6.107237;18.129533;9.573882;6.63201;0.016813;1098.65
673;6.178575;18.087487;9.71204;6.495286;0.015469;1096.72
674;6.247827;18.097418;9.898647;6.498351;0.015117;1094.89
675;6.300917;18.121026;10.0853;6.553259;0.015842;1093.14
676;6.330736;18.149472;10.229903;6.608117;0.015398;1091.49
677;6.333928;18.177117;10.344597;6.645782;0.014883;1089.98
678;6.329675;18.294156;10.684998;6.799088;0.01566;1088.36
679;6.299893;18.482133;10.979586;7.039042;0.015568;1086.67
680;6.228937;18.660896;11.204784;7.255343;0.015277;1084.73
681;6.130724;18.844753;11.365246;7.444598;0.015588;1082.62
682;5.99758;19.02283;11.432128;7.59784;0.015938;1080.44
683;5.823082;19.123974;11.210073;7.598488;0.016264;1078.16
684;5.636664;19.152522;10.905695;7.450981;0.015825;1075.77
685;5.440371;19.165505;10.86;7.229059;0.015708;1073.18
686;5.25249;19.148592;10.154272;6.951453;0.015756;1070.56
687;5.082748;19.08086;9.626796;6.565747;0.013485;1067.8
688;4.797481;18.791796;8.257542;5.811285;0.010396;1065.44
689;4.714673;18.353909;7.463215;4.982345;0.008753;1063.55
690;5.063382;17.845562;7.193201;4.403773;0.006952;1062.23
691;5.618435;17.338792;7.437076;4.105389;0.004188;1061.34
692;6.297611;16.889493;8.106408;4.140511;0.003765;1060.85
693;7.184708;16.678786;9.809426;4.757523;0.003852;1060.68
694;7.897849;16.652667;11.103131;5.619729;0.003615;1060.77
695;8.215066;16.731113;12.002676;6.399992;0.002843;1061.29
696;8.321354;16.873305;12.578458;7.060812;0.002961;1062.05
697;8.304797;17.029008;12.885426;7.568796;0.003088;1063.04
698;8.209687;17.163805;12.99247;7.906435;0.003161;1063.71
699;8.070032;17.266037;12.982124;8.08647;0.004472;1063.92
700;7.92501;17.349582;12.879856;8.158863;0.013027;1063.72
701;7.766351;17.407847;12.672456;8.127671;0.027802;1063.15
702;7.589082;17.455342;12.449933;8.022813;0.044615;1062.17
703;7.416384;17.497763;12.224395;7.876603;0.058981;1060.76
704;7.262239;17.54363;12.019792;7.735467;0.079838;1058.99
705;7.131364;17.55201;11.801033;7.568237;0.10025;1056.86
706;7.032922;17.540712;11.675723;7.408344;0.115899;1054.29
707;6.968267;17.532866;11.579773;7.272535;0.128719;1051.28
708;6.905773;17.529019;11.45725;7.147587;0.144411;1048.03
709;6.824562;17.521822;11.320195;7.013635;0.153618;1044.6
710;6.724651;17.542581;11.19604;6.894586;0.15678;1040.97
711;6.614414;17.584366;11.056961;6.780141;0.15885;1037.16
712;6.503485;17.61821;10.917856;6.663432;0.158462;1033.21
713;6.401076;17.656314;10.832607;6.543824;0.158804;1029.17
714;6.330158;17.694062;9.427269;6.451835;0.158839;1025
715;6.280641;17.723723;7.21723;6.38079;0.158372;1020.74
716;6.248399;17.740705;5.093606;6.334656;0.157335;1016.39
717;6.221454;17.753663;2.94036;6.302052;0.158652;1011.64
718;6.212737;17.757904;0.795893;6.301709;0.159541;1006.61
719;5.462656;15.794741;1.492713;5.624167;2.305384;1001.49
720;5.373916;15.544703;3.584565;5.365648;2.584464;996.38
721;5.399024;15.638071;5.705563;5.194056;2.578191;991.29
722;5.42644;15.742115;7.848117;5.077017;2.564012;986.25
723;5.439182;15.843081;10.004588;4.980476;2.549089;981.26
724;6.185321;17.904928;10.659363;5.564554;0.387109;976.36
725;6.250396;18.255677;10.700492;5.730919;0.092394;971.48
726;6.198183;18.263955;10.704856;5.814553;0.086642;966.64
727;6.132975;18.260242;10.666707;5.82676;0.085649;962.19
728;6.074849;18.255982;10.627938;5.815316;0.089566;957.98
729;6.019127;18.258971;10.578122;5.791613;0.094854;953.78
730;5.973699;18.273493;10.510757;5.743381;0.09864;949.51
731;5.915936;18.277072;10.434755;5.673518;0.097273;945.16
732;5.856494;18.298124;10.35091;5.598226;0.094584;940.69
733;5.794605;18.333545;10.249074;5.510624;0.078908;936.17
734;5.747911;18.369118;10.173723;5.431543;0.058492;931.61
735;5.705789;18.38212;10.125493;5.345264;0.038678;927.02
736;5.673846;18.416219;10.098565;5.280475;0.020308;922.4
737;5.655846;18.438822;10.096551;5.247197;0.007708;917.76
738;5.648763;18.445072;10.051867;5.211452;0.002789;913.1
739;5.624501;18.433048;9.993535;5.167314;0.002052;908.45
740;5.600028;18.424904;9.936852;5.157866;0.002301;903.79
741;5.584623;18.398263;9.873851;5.159214;0.002635;899.16
742;5.563387;18.368508;9.813658;5.157077;0.002678;894.57
743;5.527171;18.347246;9.793037;5.163232;0.002442;890.02
744;5.496144;18.339655;9.790768;5.183883;0.002836;885.51
745;5.470673;18.345669;9.796231;5.198583;0.002675;881.02
746;5.443849;18.37437;9.783129;5.201279;0.002486;876.58
747;5.369777;18.107496;8.913382;5.131276;0.361356;872.19
748;4.823466;16.814156;8.832701;4.68391;2.07811;867.86
749;4.773911;17.143123;8.738149;4.650746;2.151239;863.57
750;4.27;17.437635;8.41;4.631341;2.151527;859.36
751;4.709771;17.654051;8.607711;4.61846;2.151697;855.22
752;4.725781;18.077435;9.418826;4.676407;1.826858;851.18
753;5.228068;19.545991;9.487356;5.131314;0.083699;847.21
754;5.237428;19.335361;9.535428;5.156531;0.002647;843.29
755;5.236258;19.117495;9.574563;5.174677;0.002268;839.48
756;5.236321;18.940359;9.600774;5.18579;0.002197;836.17
757;5.234547;18.804703;9.698409;5.188766;0.001661;833.77
758;5.496455;19.268944;12.087543;5.985115;0.021578;832.75
759;6.243135;20.412838;15.012028;7.919113;0.105916;832.17
760;6.678822;21.303394;17.47514;9.714035;0.188938;831.86
761;6.840177;21.986372;19.328539;11.220441;0.260593;831.71
762;6.79335;22.479485;20.451736;12.355675;0.31026;831.64
763;6.31177;22.227521;18.734481;12.328411;0.32361;831.6
764;5.245515;21.223066;16.102112;10.898328;0.260562;831.57
765;4.408945;20.418128;13.606935;9.377871;0.189989;831.47
766;3.78965;19.816991;11.507565;7.996644;0.119472;830.89
767;3.329497;19.358358;9.788037;6.808778;0.07009;829.39
768;3.001783;19.034414;8.444714;5.866371;0.036106;826.5
769;2.776027;18.830574;7.427524;5.150872;0.01508;823.16
770;2.613432;18.695859;6.639107;4.58569;0.002941;819.52
771;2.501256;18.597099;6.045792;4.14519;0.002858;815.66
772;2.438737;18.546311;5.62119;3.818055;0.00322;811.66
773;2.406057;18.516167;5.327269;3.55057;0.003068;807.58
774;2.397384;18.498289;5.15406;3.353559;0.002843;803.5
775;2.93;18.49092;5.059935;3.195447;0.002927;799.46
776;2.433962;18.443285;4.693545;3.079895;0.059965;795.47
777;2.108772;15.614426;3.945095;2.549161;3.237182;791.83
778;1.814966;13.20745;3.50562;2.162056;5.91678;788.87
779;1.459454;10.591707;3.39297;1.740478;8.798153;786.58
780;1.183876;8.077115;2.667804;1.319294;11.718918;784.91
781;0.872197;5.814048;3.052358;0.976072;14.178026;783.87
782;1.205767;8.229289;3.971341;1.94;11.454145;783.43
783;1.595199;10.648294;4.562057;1.689524;8.770243;783.48
784;2.052084;13.303845;4.872982;2.085352;5.853526;783.82
785;2.414062;15.790805;5.848392;2.498958;2.983607;784.55
786;2.821347;18.154482;6.023102;2.867141;0.420422;785.63
787;2.928633;18.545135;6.108051;2.954857;0.013951;786.78
788;2.96235;18.567191;6.230299;3.006332;0.00236;787.66
789;2.994846;18.571686;6.337033;3.049554;0.002591;788.13
790;3.019922;18.582444;6.441193;3.099096;0.002755;788.49
791;3.043956;18.584421;6.522215;3.14228;0.003362;788.66
792;3.062782;18.573568;6.607078;3.189152;0.003299;788.64
793;3.076656;18.567083;6.672164;3.225749;0.003214;788.53
