Teplota (∞C);UhlÌk (%);! CO;! CO2;! H2;! O2;Teplota spalÌn (∞C);V˝öka trysky (cm);! O2 prietok;! Tlak dymnÌk;! Prietok spalÌn;! Akosù;! O2 akumulovanÈ
1304.096;4.553;0.260416657;24.85532379;0.256076396;5.750867844;829.149292;122.2;506;-42.24536133;88.48813629;580;0
1304.128;4.584;0;0.405092597;0.364583343;21.35416603;91.36284637;169.1;0;-59.60650635;88.48813629;580;0
1312.434;4.604;2.604166746;29.05092621;0.412326396;2.162904978;894.991333;122.3;497;-38.19445801;88.48813629;580;0
1326.28;4.5;0;16.26157379;0.651041687;21.6073494;371.4583435;122.2;503;-45.13891602;88.48813629;580;0
1301.405;4.359;0.462962955;23.55323982;0.234375;6.105324268;848.012146;122.2;514;-21.99072266;88.48813629;240;0
1318.582;4.556;2.170138836;26.38888931;0.464409709;2.495659828;799.609375;122;513;-31.25;88.48813629;694;0
1300.413;4.395;0.028935185;25.14467621;0.286458343;8.318865776;876.840271;122;503;-27.19909668;88.48813629;694;0
1323.538;4.642;0.896990716;29.6875;0.299479157;4.78153944;736.258667;122.1;505;-45.13891602;88.48813629;694;0
1367.234;4.609;2.63310194;28.67476845;0.516493082;3.125;744.088562;121.1;516;-39.35186768;88.48813629;694;0
1356.203;4.644;0;21.96180534;0.277777791;8.716724396;758.324646;121.3;505;-34.14349365;88.48813629;694;0
1378.387;4.62;4.311342716;30.0057869;0.568576396;1.678240776;915.277771;121.2;501;-37.03704834;88.48813629;694;0
1340.577;4.567;5.989583492;29.34027863;0.941840291;0.766782403;935.920166;121.1;491;-26.62036133;88.48813629;589;0
1369.13;4.628;3.790509224;32.29166794;0.607638896;0.694444418;935.564209;121.3;511;-45.71759033;88.48813629;475;0
1257.647;4.471;0.173611104;30.64236069;0.234375;4.30410862;847.300354;121.1;511;-43.98150635;88.48813629;475;0
1325.804;4.373;7.8125;29.83217621;0.677083313;1.888020873;682.161438;122.1;458;-61.34259033;88.48813629;593;0
1349.549;4.609;3.530092478;30.96064758;0.355902791;1.5625;854.418396;121.6;510;-34.14349365;88.48813629;593;0
1317.445;4.395;0.578703701;28.03819466;0.243055552;4.991319656;668.28125;121.5;518;-25.46295166;88.48813629;593;0
1350.73;4.569;0.260416657;23.84259224;0.282118052;7.91377306;878.975708;121.1;472;-28.35650635;88.48813629;594;0
1302.511;4.431;1.012731433;29.65856552;0.221354172;3.110532522;735.190979;122.1;511;-15.04632568;88.48813629;594;0
1318.159;4.279;5.092592716;31.25;0.525173604;0.83188659;828.793396;122.2;506;-38.77313232;88.48813629;594;0
1298.384;4.36;1.446759224;27.34375;0.299479157;5.381944656;615.607666;122.2;502;-23.72686768;88.48813629;595;0
1318.321;4.48;6.857638836;29.54282379;0.798611104;0.846354187;858.333313;122.3;504;-24.88427734;88.48813629;896;0
1315.419;4.6;3.472222328;33.9120369;0.377604157;0.896990716;836.623291;122.1;521;-38.77313232;88.48813629;896;0
1351.051;4.506;7.436342716;32.58102036;0.486111104;0.484664351;863.315979;122.2;509;-24.30554199;88.48813629;596;0
1333.789;4.414;7.002315044;32.26272964;0.603298604;0.9765625;846.588562;122.1;506;-43.98150635;88.48813629;596;0
1352.891;4.4;10.56134224;30.20833397;1.080729127;0.376157403;820.607666;122.1;502;-63.07867432;88.48813629;684;0
1339.507;4.626;24.07407379;23.98726845;2.973090172;0.499131948;781.814209;122.2;527;-105.3240967;88.48813629;202;0
1314.467;4.339;1.851851821;32.14699173;0.308159709;2.459490776;722.734375;122.2;510;-38.19445801;88.48813629;684;0
1305.41;4.268;9.259259224;27.37268448;2.126736164;0.1953125;872.213562;122.2;503;-61.34259033;88.48813629;684;0
1355.996;4.631;4.6875;30.20833397;0.551215291;1.302083373;647.282959;122.1;511;-19.67590332;88.48813629;684;0
1370.006;4.4;0.868055582;29.10879707;0.212673604;3.125;892.144104;122.2;482;-21.41204834;88.48813629;684;0
1336.062;4.371;1.880787015;31.7129631;0.243055552;2.365451336;790.355896;122.1;511;-38.19445801;88.48813629;684;0
1366.09;4.618;1.41782403;30.38194466;0.308159709;0.83188659;828.081604;122.3;514;-35.87963867;88.48813629;684;0
1355.07;4.583;13.16550922;25.86805534;1.197916627;0.723379612;672.552063;122.3;508;-61.92132568;88.48813629;684;0
1318.608;4.458;0.549768507;31.53935242;0.199652776;2.582465172;734.123291;122;513;-96.64349365;88.48813629;684;0
1334.16;4.57;0.896990716;25.86805534;0.529513896;14.04079819;346.1892395;121.9;492;-46.875;88.48813629;684;0
1351.39;4.616;0.78125;30.7870369;0.190972224;1.982060194;623.4375;121;499;-74.652771;88.48813629;684;0
1343.57;4.516;0;24.73958397;0.342881948;8.825231552;586.067688;122;509;-20.83331299;88.48813629;684;0
1368.045;4.618;0;25.34722137;0.225694448;7.009548664;482.144104;121.1;513;-34.14349365;88.48813629;684;0
1370.501;4.574;1.331018567;33.18865585;0.329861104;0.983796299;667.925354;121.8;514;-38.19445801;88.48813629;592;0
1332.158;4.38;2.604166746;33.15972137;0.464409709;0.303819448;831.640625;121.2;517;-60.18518066;88.48813629;684;0
1272.053;4.263;17.41898155;28.79051018;1.571180582;1.41782403;422.7083435;120.8;515;-45.13891602;88.48813629;400;0
1357.767;4.497;1.620370388;27.60416603;0.282118052;2.524595022;641.588562;121;519;-19.097229;88.48813629;400;0
1329.25;4.579;1.128472209;28.38541603;0.269097209;2.965856552;687.5;121;508;-25.46295166;88.48813629;400;0
1310.656;4.367;0.578703701;27.08333397;0.212673604;3.631365776;649.418396;121.1;507;-26.62036133;88.48813629;400;0
1328.963;4.099;0.202546299;26.47569466;0.243055552;6.264467716;524.852417;121;506;-36.45831299;88.48813629;400;0
1314.966;4.447;0;25.02893448;0.260416657;8.246527672;594.253479;120.9;514;-26.62036133;88.48813629;400;0
1322.193;4.623;0;22.62731552;0.329861104;10.05497646;500.651062;121.3;503;-38.19445801;88.48813629;683;0
1326.994;4.534;0.318287045;22.88773155;0.256076396;7.371238232;633.402771;121.3;509;-23.72686768;88.48813629;683;0
1331.754;4.497;1.273148179;26.01273155;0.303819448;6.770833492;313.446167;121.3;510;-19.097229;88.48813629;683;0
1353.306;4.585;0.202546299;26.04166603;0.182291672;3.971354246;598.168396;120.9;513;-39.35186768;88.48813629;591;0
1346.139;4.572;0.318287045;26.07060242;0.238715276;5.504919052;491.397583;121.2;517;-24.88427734;88.48813629;683;0
1380.328;4.529;3.385416746;32.55208206;0.373263896;1.786747694;693.550354;121;509;-42.24536133;88.48813629;591;0
1322.914;4.203;1.215277791;32.40740585;0.303819448;2.032696724;786.085083;121;520;-44.56018066;88.48813629;591;0
1365.488;4.531;1.446759224;32.11805725;0.264756948;1.888020873;745.868042;121;516;-44.56018066;88.48813629;591;0
1282.13;4.269;0;25.57870293;0.238715276;7.212094784;508.836792;121;510;-59.027771;88.48813629;591;0
1371.392;4.587;0.115740739;21.67245293;0.299479157;9.765625;543.359375;121.1;477;-21.41204834;88.48813629;684;0
1334.819;4.63;0;17.70833397;0.646701396;22.47540474;266.1111145;120.9;491;-15.625;88.48813629;684;0
1360.549;4.614;7.146990776;34.14352036;0.698784709;1.786747694;424.84375;121.3;509;-27.19909668;88.48813629;684;0
1310.581;4.453;12.73148155;29.62962914;1.5234375;0.694444418;539.800354;121.2;518;-53.81945801;88.48813629;684;0
1337.411;4.458;0;0.202546299;0.355902791;21.6073494;105.9548645;170.6;0;-27.777771;88.48813629;684;0
1328.089;4.406;5.237268448;32.40740585;0.525173604;1.671006918;618.098938;121.2;516;-38.77313232;88.48813629;684;0
1336.265;4.198;1.302083373;24.47916603;0.4296875;11.97193241;309.53125;121;489;-43.98150635;88.48813629;684;0
1333.013;4.568;0;28.47222137;0.190972224;4.8828125;746.223938;121;512;-70.02313232;88.48813629;684;0
1345.093;4.509;0.347222209;25.89698982;0.4296875;9.346064568;475.381958;121.1;509;-5.208312988;88.48813629;684;0
1318.818;4.501;11.02430534;29.57176018;1.080729127;5.635127544;353.3072815;121.1;490;-24.30554199;88.48813629;684;0
1357.302;4.61;0.752314806;27.45948982;0.299479157;2.83564806;751.5625;120.9;517;-42.24536133;88.48813629;684;0
1370.837;4.613;13.7442131;27.83564758;1.588541627;0.462962955;687.855896;121.2;482;-41.66668701;88.48813629;684;0
1365.765;4.6;2.719907522;32.40740585;0.542534709;0.810185194;650.486084;121;510;-48.61108398;88.48813629;684;0
1352.158;4.468;0.289351851;30.38194466;0.260416657;4.752604008;671.128479;121.1;506;-43.98150635;88.48813629;684;0
1366.096;4.34;1.041666627;32.52314758;0.364583343;1.953125;580.017334;121;505;-50.347229;88.48813629;694;0
1273.431;4.399;10.90856457;29.28240776;1.241319418;1.533564806;416.3020935;120.9;520;-64.23608398;88.48813629;589;0
1353.511;4.629;5.121527672;31.65509224;0.5859375;1.410590291;668.637146;121;509;-23.72686768;88.48813629;589;0
1313.176;4.592;5.526620388;29.6875;0.529513896;2.076099634;604.574646;121;508;-21.41204834;88.48813629;589;0
1331.824;4.545;2.517361164;30.35301018;0.390625;1.779513836;633.046875;121;503;-32.40740967;88.48813629;589;0
1365.991;4.611;2.083333254;30.81597137;0.355902791;2.567997694;636.605896;121.1;515;-39.35186768;88.48813629;589;0
1364.592;4.647;1.793981433;29.51388931;0.407986104;4.39091444;610.625;121.1;521;-42.82409668;88.48813629;589;0
1371.408;4.46;1.359953761;27.37268448;0.551215291;13.36082172;308.4635315;121;478;-56.71295166;88.48813629;698;0
1359.882;4.616;4.774305344;33.33333206;0.824652791;0.506365716;870.078125;121;517;-74.652771;88.48813629;698;0
1361.954;4.593;15.625;26.64930534;2.048611164;0.426793993;784.305542;121;518;-85.64813232;88.48813629;698;0
1367.191;4.584;0.260416657;25.17361069;0.286458343;7.190393448;708.142334;120.9;513;-27.19909668;88.48813629;698;0
1342.33;4.602;1.012731433;25.89698982;0.269097209;4.224536896;789.288208;120.8;510;-23.72686768;88.48813629;673;0
1346.03;4.531;2.430555582;31.22106552;0.451388896;1.765046239;715.972229;120.9;517;-47.45367432;88.48813629;694;0
1288.475;4.013;5.26620388;27.37268448;0.451388896;5.2734375;428.046875;121;497;-38.77313232;88.48813629;694;0
1344.801;4.5;0;23.46643448;0.303819448;10.12008095;436.5885315;121.1;493;-39.35186768;88.48813629;595;0
1305.008;3.991;0.839120388;26.2442131;0.299479157;4.87557888;635.894104;121.3;473;-50.92590332;88.48813629;595;0
1351.497;4.58;0.057870369;25.63657379;0.277777791;7.118055344;568.272583;121.1;502;-25.46295166;88.48813629;595;0
1302.855;4.096;2.083333254;28.38541603;0.308159709;3.392650366;672.196167;121.2;504;-25.46295166;88.48813629;595;0
1362.931;4.591;5.26620388;28.90625;0.907118082;0.911458313;689.279541;121.1;508;-41.66668701;88.48813629;594;0
1270.053;3.916;0;10.73495388;0.611979187;26.8807869;238.350708;121.2;503;-19.097229;88.48813629;594;0
1371.243;4.483;1.880787015;23.03240776;0.985243082;28.5;284.9739685;121.2;518;-39.35186768;88.48813629;594;0
1367.388;4.63;6.857638836;31.27893448;0.846354187;0.802951396;734.835083;121.1;509;-47.45367432;88.48813629;594;0
1296.851;3.982;1.793981433;30.98958397;0.460069448;0.875289381;706.362854;121.1;519;-53.81945801;88.48813629;594;0
1337.995;4.525;11.19791698;32.43634415;1.957465291;0.513599515;737.326416;120.9;517;-79.28240967;88.48813629;694;0
1263.545;4.071;0;1.446759224;0.364583343;20.23292732;145.815979;165.1;0;-20.83331299;88.48813629;673;0
1362.51;4.45;0.405092597;27.45948982;0.256076396;5.063657284;812.777771;121.2;505;-22.56945801;88.48813629;673;0
1672;0.027;24.27662086;28.41435242;1.861979127;0;871.857666;274.5;0;-327.5463257;0;684;8387.663
1644;0.026;39.93055725;23.78472137;3.967013836;0;993.576416;274.5;0;-1000;0;684;8219.396
1674;0.032;47.88772964;21.4120369;2.795138836;0.036168981;896.414917;274.5;0;-343.1713257;0;684;8157.122
1675;0.026;47.3379631;22.28009224;3.515625;0;903.177063;274.5;0;-254.0509033;0;684;8177.045
1630;0.064;0.607638896;0.434027791;0.407986104;20.44270897;492.109375;274.5;0;3.472229004;0;684;8240.302
1667;0.032;75.34722137;12.99189854;3.129340172;0.028935185;866.875;274.5;0;-362.847229;0;684;8268.074
1672;0.023;66.69560242;15.76967621;2.860243082;0.014467592;843.385437;274.5;0;-352.430542;0;684;8005.817
1669;0.039;85.64814758;8.940972328;2.764756918;0.036168981;857.977417;274.5;0;-97.222229;0;684;7933.419
1652;0.054;85.53240967;9.403935432;3.220486164;0.007233796;898.550354;274.5;0;-71.75927734;0;684;8137.871
1672;0.04;80.46875;12.29745388;4.839409828;0.043402776;892.855896;274.5;0;-85.64813232;0;684;7988.547
1668;0.028;63.62847137;17.24537086;3.4375;0.014467592;894.279541;274.5;0;-990.7407227;0;684;8104.705
1635;0.055;0;0.028935185;0;0.007233796;177.4913177;274.5;0;3.472229004;0;684;7921.38
1667;0.057;74.47916412;12.12384224;3.324652672;0.028935185;856.553833;274.5;0;-100.1157227;0;684;7662.733
1625;0.04;54.83217621;20.22569466;3.862847328;0;855.486084;274.5;0;-214.6990967;0;684;7868.846
1674;0.041;68.34490967;15.07523155;3.255208254;0;875.772583;274.5;0;-313.6574097;0;684;7990.234
1694;0.024;34.11458206;24.42129707;2.6953125;0.043402776;912.786438;274.5;0;-1000;0;596;8000.497
1692;0.02;72.59838104;14.29398155;2.100694418;0.108506948;806.371521;274.5;0;21.41204834;0;596;8081.294
1641;0.038;59.86689758;17.07176018;8.806423187;0.188078701;856.197937;274.5;0;-54.39813232;0;596;7920.375
1678;0.021;2.228009224;26.01273155;0.269097209;4.629629612;971.510437;274.5;0;-15.04632568;0;596;8203.177
1666;0.037;79.77430725;11.57407379;2.673611164;0.050636575;861.892334;274.5;0;-107.638916;0;596;8054.411
1667;0.042;15.21990776;31.74189758;1.453993082;0.007233796;950.868042;274.5;0;-4.629638672;0;596;7580.796
1689;0.042;56.68402863;18.69212914;3.424479246;0.043402776;937.34375;274.5;0;-478.0092773;0;596;8310.429
1612;0.024;12.26851845;32.52314758;1.393229127;0;997.847168;274.5;0;-62.5;0;596;6457.264
1666;0.022;1.070601821;12.55786991;0.455729157;7.096354008;815.625;274.5;0;-38.77313232;0;597;6998.279
1646;0.037;82.03125;11.92129612;2.738715172;0;940.190979;274.5;0;-269.6759033;0;592;8272.492
1699;0.035;78.55902863;12.76041698;3.255208254;0.043402776;874.348938;274.5;0;-134.8379517;0;685;8146.672
1693;0.033;80.06365967;12.87615776;3.125;0;868.654541;274.5;0;-143.5184937;0;685;8079.302
1654;0.048;72.51157379;14.46759224;4.444444656;0.036168981;886.449646;274.5;0;-465.277771;0;685;8202.206
1632;0.043;66.43518829;16.78240776;2.955729246;0;942.326416;274.5;0;-498.2638855;0;685;8272.176
1672;0.037;60.64814758;17.79513931;3.585069418;0.028935185;955.850708;274.5;0;-597.8009033;0;685;8130.829
1679;0.032;47.56944275;22.42476845;3.446180582;0;852.282959;274.5;0;-539.930542;0;595;8508.585
1673;0.044;70.19676208;16.26157379;3.302951336;0;873.28125;274.5;0;-404.513916;0;595;8297.839
1693;0.027;79.05092621;12.87615776;3.068576336;0.028935185;886.449646;274.5;0;-240.7407227;0;595;8223.112
1706;0.05;81.88657379;11.28472233;3.033854246;0.036168981;900.329834;274.5;0;-96.06481934;0;594;8104.241
1660;0.039;69.29976654;15.79861069;3.298611164;0.043402776;920.972229;274.5;0;-381.3657227;0;594;8052.842
1660;0.04;83.10185242;10.85069466;3.033854246;0.043402776;875.416687;274.5;0;-65.39349365;0;594;8161.925
1679;0.05;72.16435242;15.01736069;3.237847328;0;891.788208;274.5;0;-333.9120483;0;593;8215.534
1653;0.045;80.58448792;10.96643543;3.862847328;0.014467592;786.440979;274.5;0;-4.05090332;0;593;8149.256
1672;0.038;74.33448792;14.5254631;3.715277672;0;878.975708;274.5;0;-87.96295166;0;561;8399.681
1680;0.045;71.78819275;14.43865776;3.337673664;0;863.671875;274.5;0;-449.0740967;0;561;8441.082
1651;0.075;76.12847137;13.91782379;3.185763836;0;870.434021;274.5;0;-375;0;561;8248.188
1656;0.062;79.91898346;12.44213009;3.28125;0.036168981;898.550354;274.5;0;-411.458313;0;698;8203.378
1675;0.046;77.31481171;13.07870388;3.524305582;0.036168981;924.53125;274.5;0;-394.097229;0;698;8468.991
1642;0.047;65.27777863;17.1875;4.283854008;0;978.628479;274.5;0;-1000;0;589;8092.306
1647;0.046;64.84375;17.27430534;4.010416508;0.043402776;1054.435791;274.5;0;-334.4907227;0;589;8202.391
1635;0.039;63.33911896;17.33217621;3.888888836;0;1047.317749;274.5;0;-710.069458;0;589;8606.078
1642;0.031;60.15625;19.2129631;4.010416508;0.007233796;825.234375;274.5;0;-414.930542;0;959;8606.556
1642;0.047;66.40625;16.69560242;3.676215172;0.007233796;997.135376;274.5;0;-149.305542;0;959;8307.725
1640;0.04;60.64814758;18.63426018;3.302951336;0;961.901062;274.5;0;-178.2407227;0;959;8333.9
1632;0.042;64.72801208;17.47685242;3.849826336;0.014467592;822.387146;274.5;0;-229.166687;0;959;8290.814
1635;0.047;70.60185242;16.17476845;4.6484375;0;955.138916;274.5;0;-255.7870483;0;959;8208.7
1636;0.037;66.69560242;16.0879631;3.75;0;897.482666;274.5;0;-195.6018677;0;959;8100.425
1675;0.027;78.44329071;12.06597233;3.736979246;0.014467592;869.366333;274.5;0;-209.4907227;0;959;8301.267
1651;0.037;71.18055725;15.48032379;3.489583254;0.014467592;861.536438;274.5;0;-662.0370483;0;138;8174.424
1678;0.045;85.35879517;9.837963104;2.977430582;0.007233796;814.557312;274.5;0;-135.416687;0;794;8122.75
1656;0.042;62.0370369;17.93981552;4.21875;0.007233796;957.274292;274.5;0;-390.0463257;0;794;8414.908
1688;0.053;78.53009033;11.63194466;3.016493082;0;945.529541;274.5;0;-130.7870483;0;794;8264.426
1667;0.068;82.60995483;10.30092621;3.619791746;0.007233796;975.069458;274.5;0;-91.43518066;0;794;8085.501
1639;0.032;43.54745483;22.9745369;5.646701336;0;1016.354126;274.5;0;-1000;0;794;8094.001
1654;0.025;62.06597137;18.48958397;3.932291746;0.028935185;927.022583;274.5;0;-386.5740967;0;684;8045.935
1668;0.055;72.65625;13.7442131;3.4765625;0.079571761;909.227417;274.5;0;-328.7036743;0;684;7832.373
1661;0.051;70.02314758;15.19097233;4.926215172;0.043402776;924.887146;274.5;0;-303.2407227;0;684;7847.175
1661;0.054;70.89120483;15.50925922;4.4140625;0.036168981;927.022583;274.5;0;-919.5601807;0;684;7878.829
1642;0.032;85.47454071;10.24305534;3.763020754;0;841.961792;274.5;0;6.365722656;0;592;8134.123
1648;0.038;82.32060242;12.06597233;3.741319418;0;942.682312;274.5;0;-467.5925903;0;592;7715.308
1639;0.048;82.78356171;11.11111069;3.988715172;0;877.196167;274.5;0;-38.19445801;0;592;7828.722
1598;0.04;72.80092621;15.50925922;4.066840172;0;819.184021;274.5;0;-471.0648193;0;592;8212.352
1674;0.046;75.78125;14.90161991;4.166666508;0.014467592;853.706604;274.5;0;-399.8842773;0;591;8507.861
1655;0.048;32.8125;26.53356552;5.685763836;0;907.803833;274.5;0;-1000;0;591;8158.688
1671;0.046;77.22801208;12.99189854;3.975694418;0.036168981;1008.524292;274.5;0;-191.5509033;0;591;8336.157
1640;0.048;5.642361164;28.64583397;1.627604127;1.005497694;904.956604;274.5;0;-48.61108398;0;591;8143.692
1676;0.028;63.54166794;16.89814758;3.302951336;0;906.380188;274.5;0;-199.0740967;0;594;8084.192
1633;0.053;56.53935242;20.74652863;4.822048664;0.043402776;928.802063;274.5;0;-236.111084;0;594;8142.006
1667;0.055;74.85532379;14.35185146;4.652777672;0.014467592;951.579834;274.5;0;-154.513916;0;594;8002.162
1652;0.052;55.09259415;20.42823982;4.075520992;0.043402776;951.935791;274.5;0;-278.3565063;0;594;8173.586
1650;0.063;78.99305725;13.45486069;3.888888836;0.115740739;915.989563;274.5;0;-48.03240967;0;594;7927.377
1666;0.042;73.55323792;14.03356457;3.841145754;0.014467592;850.503479;274.5;0;-27.777771;0;594;8189.996
1650;0.132;79.97685242;12.00810146;3.28125;0.050636575;893.923584;274.5;0;-28.35650635;0;594;7935.325
1682;0.051;69.03935242;15.45138931;3.693576336;0;896.414917;274.5;0;-261.5740967;0;594;8314.016
1646;0.043;1.157407403;1.649305582;0.442708343;11.68981457;609.913208;274.5;0;10.99536133;0;594;8207.14
1670;0.036;71.18055725;15.65393543;4.118923664;0;887.161438;274.5;0;-175.9259033;0;594;8348.134
1692;0.037;60.64814758;17.99768448;4.409722328;0;944.105896;274.5;0;-459.4907227;0;694;8516.414
1639;0.054;0.92592591;1.620370388;0.4296875;14.09866905;643.368042;274.5;0;-20.83331299;0;694;8331.987
1637;0.051;53.53009415;20.65972137;4.509548664;0.036168981;936.631958;274.5;0;-239.583313;0;698;8443.872
1653;0.06;57.87036896;20.08101845;6.345486164;0.028935185;953.715271;274.5;0;-318.8657227;0;694;8601.637
1642;0.043;46.15161896;22.13541603;4.171007156;0;957.630188;274.5;0;-1000;0;454;8571.835
1658;0.031;65.36458588;17.33217621;3.975694418;0.043402776;880.755188;274.5;0;-96.64349365;0;454;8403.441
1652;0.035;55.67129517;19.93634224;4.444444656;0;922.395813;274.5;0;-1000;0;673;8608.936
1663;0.044;61.51620483;18.51851845;4.756944656;0.043402776;903.888916;274.5;0;-646.9907227;0;673;8597.387
1621;0.054;21.29629707;29.62962914;2.599826336;0;911.362854;274.5;0;-780.0925903;0;673;8306.655
1694;0.039;61.97916794;17.85301018;4.8046875;0.007233796;1002.473999;274.5;0;-915.5092773;0;606;8507.789
1630;0.041;60.09838104;18.72106552;4.813367844;0;842.317688;274.5;0;-314.236084;0;195;8153.896
1642;0.035;64.81481171;17.12962914;5.052083492;0.007233796;893.567688;274.5;0;-223.3796387;0;693;8196.15
1658;0.034;0.868055582;4.456018448;0.399305552;15.01736069;797.118042;274.5;0;-68.28704834;0;693;8254.459
1622;0.052;15.01736069;29.86111069;3.4375;0;904.244812;274.5;0;-200.2315063;0;195;8343.921
1629;0.044;1.331018567;4.947916508;0.494791657;8.456307411;764.019104;274.5;0;-82.17590332;0;475;8375.413
1577;0.062;57.06018448;19.44444466;4.683159828;0;913.142334;274.5;0;-1000;0;475;8462.924
1603;0.074;69.79166412;15.76967621;3.888888836;0.007233796;916.701416;274.5;0;-258.1018677;0;475;8504.82
1660;0.043;71.44097137;15.50925922;4.409722328;0.028935185;932.361084;274.5;0;-366.319458;0;596;8205.697
1647;0.058;88.02083588;9.317130089;2.5;0.043402776;945.885437;274.5;0;-67.12963867;0;896;8115.572
1664;0.048;73.81365967;14.29398155;3.997395754;0.028935185;867.230896;274.5;0;-172.4536743;0;896;8359.666
1669;0.028;59.57754517;18.54745293;4.21875;0;957.274292;274.5;0;-545.138916;0;896;8549.988
1660;0.041;67.47685242;16.26157379;4.869791508;0.014467592;913.854187;274.5;0;-314.8148193;0;896;8592.281
1679;0.045;72.01967621;15.59606457;5.104166508;0;961.189209;274.5;0;-320.6018677;0;896;8342.165
1671;0.024;48.64004517;21.81712914;4.752604008;0;977.204834;274.5;0;-828.125;0;896;8526.047
1622;0.047;0.694444418;0.462962955;0.516493082;20.61631966;391.7447815;274.5;0;8.101867676;0;595;8390.118
1675;0.033;52.57522964;21.00694466;4.995659828;0;1023.472168;274.5;0;-664.3518066;0;595;8553.594
1658;0.027;70.02314758;16.03009224;4.500867844;0.014467592;923.819458;274.5;0;-90.277771;0;595;8405.588
1677;0.029;64.09143829;17.67939758;4.457465172;0.050636575;902.821167;274.5;0;-187.5;0;595;8563.058
1678;0.035;72.8298645;14.78588009;4.6875;0;920.972229;274.5;0;-358.2175903;0;595;8702.671
1654;0.031;71.78819275;15.39351845;4.934895992;0.014467592;885.026062;274.5;0;-197.3379517;0;595;8560.346
1668;0.03;63.07870483;17.12962914;4.670138836;0.014467592;875.416687;274.5;0;-385.416687;0;595;8556.201
1673;0.037;1.012731433;1.70717597;0.434027791;11.89236069;668.993042;274.5;0;-53.24072266;0;704;8370.652
1642;0.049;67.67939758;16.11689758;4.348958492;0.007233796;924.175354;274.5;0;-294.5601807;0;704;8250.354
1679;0.031;75.43402863;13.16550922;3.003472328;0.014467592;951.935791;274.5;0;-600.1157227;0;704;8297.032
1630;0.049;69.29976654;15.65393543;3.294270754;0.028935185;873.28125;274.5;0;-335.069458;0;704;8231.434
1683;0.036;66.37731171;16.60879707;4.175347328;0.014467592;836.267334;274.5;0;-245.3703613;0;698;8928.646
1640;0.045;81.0763855;12.06597233;3.389756918;0.050636575;952.291687;274.5;0;-92.01391602;0;195;8107.904
1656;0.055;80.87384033;11.92129612;2.825520754;0.036168981;950.868042;274.5;0;-118.055542;0;697;8090.199
1661;0.046;83.30439758;11.19791698;3.489583254;0.014467592;914.210083;274.5;0;-84.49072266;0;697;8147.536
1648;0.035;78.7326355;13.04976845;3.255208254;0.014467592;924.53125;274.5;0;-579.2824097;0;195;8152.558
1638;0.053;0.896990716;1.736111164;0.481770843;20.52227974;404.2013855;274.5;0;1.736083984;0;195;8263.996
1618;0.054;57.06018448;19.38657379;5.203992844;0.036168981;1028.454834;274.5;0;-1000;0;697;8076.187
1650;0.052;61.92129517;17.41898155;3.784722328;0.028935185;1022.048584;274.5;0;-509.8379517;0;697;8220.702
1655;0.048;56.77083206;18.92361069;4.383680344;0.072337963;982.899292;274.5;0;-787.6157227;0;195;8306.594
1647;0.045;60.50347137;17.82407379;3.910590172;0.014467592;965.104187;274.5;0;-716.4351807;0;195;8405.397
1650;0.037;69.18402863;15.9432869;3.923611164;0.007233796;860.46875;274.5;0;-268.5184937;0;195;8204.806
1681;0.043;42.6504631;23.61111069;5.911458492;0;988.237854;274.5;0;-822.916687;0;647;8508.692
1683;0.04;54.57175827;19.87847137;4.500867844;0;927.378479;274.5;0;-766.2037354;0;647;8316.597
1681;0.044;81.30786896;12.0370369;3.606770754;0;903.532959;274.5;0;-61.92132568;0;647;8489.395
1665;0.034;77.22801208;14.5254631;3.758680582;0;895.347229;274.5;0;15.625;0;645;8484.424
1619;0.047;58.9120369;19.15509224;4.427083492;0;815.625;274.5;0;-681.7129517;0;669;8562.328
1625;0.033;18.22916603;28.55902863;3.8671875;0;993.932312;274.5;0;-90.277771;0;669;8734.549
1631;0.051;51.76504517;20.37037086;3.953993082;0;950.868042;274.5;0;-1000;0;580;8377.602
1652;0.05;61.2557869;19.12615776;4.557291508;0;819.895813;274.5;0;-252.8934937;0;580;8281.042
1640;0.056;72.88773346;14.72800922;4.001736164;0;929.513916;274.5;0;-0.578674316;0;580;8357.377
1639;0.045;5.75810194;32.84143448;0.863715291;2.206307888;818.472229;274.5;0;3.472229004;0;240;8416.973
1644;0.037;63.33911896;17.76620293;3.884548664;0.014467592;913.498291;274.5;0;-9.83795166;0;590;8292.146
1666;0.051;54.86111069;20.42823982;5.520833492;0.043402776;796.40625;274.5;0;-68.28704834;0;562;8505.667
1687;0.05;61.19791794;17.93981552;4.774305344;0;930.225708;274.5;0;-1000;0;562;8451.499
1665;0.064;67.56365967;16.03009224;4.926215172;0;953.359375;274.5;0;-15.04632568;0;562;8609.062
1657;0.053;62.35532379;17.67939758;4.691840172;0;983.255188;274.5;0;-223.958313;0;413;8207.646
1647;0.054;61.2557869;18.69212914;5.303819656;0;993.576416;274.5;0;-186.9213257;0;413;8237.766
1647;0.102;81.27893829;11.45833302;4.952257156;0.137442127;974.001709;274.5;0;-64.81481934;0;413;8452.607
1671;0.04;55.26620483;19.29976845;4.544270992;0.007233796;988.237854;274.5;0;-590.8564453;151049.25;689;8251.468
1673;0.055;57.87036896;19.12615776;5.160590172;0.028935185;994.288208;274.5;0;-290.5092773;162375.7188;689;8268.361
