Teplota (∞C);UhlÌk (%);! CO;! CO2;! H2;! O2;Teplota spalÌn (∞C);V˝öka trysky (cm);! O2 prietok;! Tlak dymnÌk;! Prietok spalÌn;! Akosù;! O2 akumulovanÈ
1223.968;4.321;7.146990776;32.95717621;1.072048664;0.846354187;669.704834;121.5;502;16.20367432;62384.13281;592;0
1260.592;4.518;11.86342621;29.10879707;2.274305582;0.658275485;880.755188;121.6;497;1.157409668;81940.01563;592;0
1252.741;4.21;20.22569466;25.17361069;4.908854008;0.224247679;745.512146;121.4;513;7.523132324;105743.3203;592;0
1266.522;4.22;12.5;27.08333397;2.938368082;0.434027791;810.998291;121.5;516;-23.72686768;89815.46094;592;0
1247.893;4.285;14.75694466;32.8125;2.408854246;0.426793993;671.128479;121.6;496;-17.93981934;117777.7109;684;0
1262.03;3.974;0.057870369;25.08680534;0.329861104;9.722222328;658.671875;121.5;509;22.56945801;66808.53906;684;0
1199.114;4.313;0.549768507;35.87963104;0.3125;5.07089138;455.4513855;121.4;506;25.4630127;46102.32031;684;0
1298.82;4.138;21.81712914;33.9120369;1.71875;2.994791746;400.6423645;121.8;511;-6.944458008;80878.15625;684;0
1267.719;4.395;13.71527767;33.76736069;1.818576336;0.622106493;570.407959;121.8;499;-4.05090332;64330.875;684;0
1283.344;4.236;16.31944466;29.86111069;1.584201336;1.229745388;538.020813;121.8;507;-8.101867676;63711.45703;684;0
1275.605;4.297;20.13888931;25.17361069;3.502604246;1.128472209;744.444458;121.8;502;-6.944458008;88.48813629;684;0
1271.297;4.276;20.3125;27.60416603;3.602430582;0.137442127;721.310791;121.8;492;10.41668701;88.48813629;684;0
1296.389;4.436;10.99536991;30.35301018;2.200520754;1.099537015;744.800354;121.9;503;-8.101867676;88.48813629;684;0
1280.895;4.261;26.33101845;24.30555534;2.816840172;0.245949075;697.109375;121.8;505;-46.875;88.48813629;684;0
1293.475;4.333;15.45138931;30.43981552;2.265625;0.904224515;749.071167;121.8;498;-38.19445801;88.48813629;684;0
1283.283;4.399;25.4629631;27.11226845;2.625868082;0.296585649;699.244812;121.7;496;-34.14349365;88.48813629;685;0
1265.251;4.189;0;4.39814806;0.824652791;28.5;172.8645782;119.9;486;18.51849365;88.48813629;685;0
1301.596;4.285;7.841434956;34.0567131;0.980902791;0.607638896;649.774292;121.7;498;6.944458008;0;685;0
1294.357;4.323;18.4317131;30.0057869;2.751736164;0.470196754;759.036438;121.7;503;-4.629638672;0;685;0
1299.127;4.415;20.42823982;28.38541603;2.4609375;0.484664351;706.362854;121.8;492;-12.152771;0;685;0
1264.031;4.091;14.78588009;32.32060242;1.584201336;0.499131948;681.449646;121.8;498;-7.523132324;88.48813629;685;0
1256.623;4.493;13.13657379;33.9120369;1.631944418;0.824652791;687.855896;121.7;502;-16.78240967;88.48813629;593;0
1257.258;4.358;56.19213104;20.10995293;3.849826336;0.325520843;613.472229;121.8;514;-39.93054199;88.48813629;593;0
1292.854;4.425;19.01041603;31.79976845;3.216145754;0.520833313;647.994812;121.8;523;-30.67132568;88.48813629;593;0
1317.732;4.45;9.693286896;34.86689758;2.005208254;0.513599515;655.824646;121.7;506;-30.67132568;88.48813629;593;0
1284.002;4.463;14.09143543;33.62268448;2.534722328;0.303819448;542.647583;121.7;505;-30.09259033;88.48813629;594;0
1275.639;4.329;17.24537086;31.82870293;2.361111164;1.135706067;483.923584;122.1;509;-72.91668701;88.48813629;594;0
1298.407;4.399;14.17824078;31.16319466;1.796875;0.318287045;583.932312;121.9;489;1.736083984;88.48813629;594;0
1273.141;4.317;15.88541698;30.96064758;2.092013836;0.643807888;745.868042;122.1;508;-21.99072266;88.48813629;594;0
1292.561;4.285;11.89236069;33.59375;1.519097209;0.499131948;676.467041;121.5;511;-7.523132324;88.48813629;594;0
1338.585;4.59;14.32291698;30.64236069;2.556423664;0.44126156;632.690979;121.6;501;-1.736083984;88.48813629;594;0
1326.546;4.481;1.620370388;31.22106552;0.325520843;5.201099396;487.482666;121.7;494;19.67590332;88.48813629;594;0
1261.065;4.337;25.23148155;24.01620293;1.627604127;0.614872694;677.534729;121.7;501;-1.736083984;88.48813629;595;0
1348.283;4.506;13.77314854;32.89930725;1.844618082;0.354456007;570.763916;121.8;508;-10.41668701;88.48813629;595;0
1329.589;4.374;4.542824268;35.32986069;0.698784709;1.822916627;586.779541;121.6;505;-0.578674316;88.48813629;595;0
1312.971;4.326;37.29745483;24.21875;3.155381918;0.73061341;582.864563;121.8;514;-44.56018066;88.48813629;643;0
1323.133;4.469;17.24537086;30.96064758;1.953125;0.318287045;602.439209;121.8;512;-13.31018066;88.48813629;643;0
1309.71;4.296;17.82407379;33.73842621;1.809895873;1.331018567;407.0486145;121.6;505;-12.152771;88.48813629;643;0
1308.608;4.515;7.378472328;35.56134415;1.223958373;0.607638896;464.7048645;121.7;493;-4.05090332;88.48813629;643;0
1230.308;4.098;4.600694656;37.09490585;0.9765625;1.584201336;580.373291;121.5;498;-6.365722656;88.48813629;643;0
1342.687;4.389;16.40625;28.47222137;2.881944418;0.983796299;765.442688;121.8;500;12.152771;0;643;0
1340.677;4.397;0;0.549768507;0.364583343;21.19502258;123.75;170.5;0;10.99536133;0;694;0
1357.376;4.516;8.940972328;30.0057869;1.267361164;0.687210619;723.802063;121.7;502;-0.578674316;0;694;0
1306.063;4.318;9.57754612;30.58448982;1.779513836;0.44126156;704.939209;121.7;483;-17.93981934;0;694;0
1352.207;4.452;13.85995388;31.39467621;1.254340291;0.643807888;695.685791;121.7;511;-16.78240967;0;694;0
1318.942;4.32;0.462962955;27.25694466;0.290798604;3.631365776;597.100708;121.6;510;-67.70831299;88.48813629;694;0
1315.341;4.327;10.70601845;29.3692131;1.970486164;1.12123847;478.940979;121.7;505;-26.62036133;88.48813629;694;0
1350.644;4.64;0.260416657;28.41435242;0.234375;5.251736164;829.861084;121.7;480;15.625;88.48813629;694;0
1357.078;4.536;4.629629612;33.62268448;0.746527791;0.520833313;848.368042;121.8;509;-5.208312988;88.48813629;697;0
1300.534;4.115;12.90509224;32.37847137;1.202256918;0.245949075;806.727417;121.9;491;-12.152771;88.48813629;697;0
1274.395;4.133;16.37731552;24.62384224;2.083333254;0.875289381;899.973938;121.8;512;-63.07867432;88.48813629;697;0
1254.351;4.246;6.973379612;31.22106552;1.783854127;0.824652791;934.852417;121.8;500;-59.027771;88.48813629;697;0
1374.223;4.487;0.896990716;32.40740585;0.277777791;1.996527791;899.618042;121.8;504;-75.81018066;88.48813629;697;0
1325.752;4.57;6.365740776;29.77430534;0.985243082;0.9765625;775.052063;274.5;0;-81.597229;88.48813629;697;0
1319.797;4.502;4.542824268;32.11805725;0.920138896;1.056134224;701.736084;274.5;0;-35.87963867;88.48813629;694;0
1264.6;4.315;23.26388931;31.16319466;3.519965172;0.629340291;627.352417;274.5;0;-15.04632568;88.48813629;694;0
1353.986;4.654;0.983796299;23.14814758;0.3515625;6.517650604;1003.897583;121.3;506;-77.54632568;0;591;0
1356.513;4.618;1.765046239;27.83564758;0.390625;2.777777672;967.595459;121.6;502;-83.33331299;0;591;0
1324.441;4.513;11.19791698;27.98032379;1.258680582;0.296585649;977.916687;121.5;492;-68.86572266;0;591;0
1327.995;4.506;2.777777672;31.36573982;0.416666657;1.265914321;1013.862793;121.6;510;-71.75927734;0;591;0
1311.005;4.605;2.604166746;33.18865585;0.442708343;1.634837985;717.039917;121.8;500;-73.49536133;0;683;0
1327.55;4.631;2.864583254;31.22106552;0.629340291;2.611400366;788.932312;121.8;484;-77.54632568;0;698;0
1273.663;4.265;2.314814806;31.10532379;0.412326396;0.506365716;975.78125;121.7;510;-103.0092773;0;686;0
1319.612;4.569;13.62847233;32.87036896;1.540798664;0.868055582;759.036438;121.8;497;-90.85650635;88.48813629;686;0
1306.139;4.395;11.14004612;31.74189758;1.2109375;0.209780097;1013.151001;121.7;512;-106.4815063;88.48813629;589;0
1315.671;4.499;0;25.72337914;0.247395828;7.096354008;738.038208;274.5;0;-102.430542;88.48813629;686;0
1290.254;4.445;0;19.0682869;0.334201396;10.98813629;853.350708;274.5;0;-50.347229;88.48813629;686;0
1289.282;4.366;3.61689806;24.33448982;0.551215291;5.107059956;619.522583;274.5;0;-93.17132568;88.48813629;686;0
1327.279;4.547;0;21.18055534;0.303819448;8.528645515;703.159729;274.5;0;-65.39349365;88.48813629;686;0
1291.01;4.406;0;18.57638931;0.368923604;12.74594879;564.713562;274.5;0;-74.652771;88.48813629;686;0
1261.824;4.227;0;21.61458397;0.277777791;8.145255089;858.689209;274.5;0;-56.71295166;88.48813629;686;0
1236.223;4.228;0;8.449073792;0.568576396;25.89698982;337.2916565;274.5;0;-27.19909668;88.48813629;686;0
1298.589;4.433;2.05439806;26.0995369;0.412326396;3.3203125;839.470459;274.5;0;-80.43981934;88.48813629;686;0
1291.11;4.417;11.97916698;23.78472137;2.261284828;0.991030097;813.133667;274.5;0;-83.33331299;88.48813629;663;0
1304.18;4.479;15.24884224;26.15740776;1.844618082;0.622106493;848.723938;274.5;0;-94.90740967;88.48813629;663;0
1295.634;4.443;2.719907522;31.01851845;0.486111104;1.164641261;949.444458;274.5;0;-79.86108398;88.48813629;663;0
1326.946;4.309;11.54513931;27.83564758;1.848958373;0.499131948;857.265625;274.5;0;-93.75;88.48813629;663;0
1285.002;4.407;2.777777672;28.35648155;0.303819448;2.510127306;880.043396;274.5;0;-108.2175903;88.48813629;247;0
1311.719;4.528;9.751157761;29.07986069;0.763888896;1.743344903;801.388916;274.5;0;-110.5324097;0;247;0
1276.537;4.169;0.983796299;27.8067131;0.651041687;13.09317112;452.2482605;274.5;0;-42.24536133;0;959;0
1316.048;4.286;3.819444418;23.84259224;0.455729157;5.164930344;875.060791;274.5;0;-63.07867432;0;959;0
1232.54;3.995;0;16.55092621;0.364583343;13.43315983;446.1979065;274.5;0;-56.71295166;0;959;0
1315.204;4.157;6.799768448;28.53009224;0.672743082;2.162904978;849.435791;274.5;0;-56.71295166;0;959;0
1279.71;4.189;2.893518448;31.45254707;0.3515625;2.090567112;951.579834;274.5;0;-65.39349365;88.48813629;959;0
1276.09;4.26;5.26620388;31.39467621;0.651041687;1.822916627;871.501709;274.5;0;-74.652771;88.48813629;959;0
1282.178;4.211;0;24.59490776;0.269097209;8.101851463;708.498291;274.5;0;-85.64813232;88.48813629;959;0
1230.002;4.562;0.260416657;23.9004631;0.282118052;8.275463104;880.755188;274.5;0;-35.87963867;88.48813629;589;0
1235.908;4.007;2.604166746;28.18287086;0.399305552;2.24247694;930.225708;274.5;0;-52.66204834;88.48813629;589;0
1260.084;4.041;0.057870369;19.58912086;0.3515625;10.04774284;552.96875;274.5;0;-67.12963867;88.48813629;694;0
1229.589;3.652;0;17.04282379;0.308159709;10.69878483;619.878479;274.5;0;-73.49536133;88.48813629;694;0
1299.437;4.414;2.285879612;29.07986069;0.321180552;2.05439806;987.881958;274.5;0;-82.17590332;88.48813629;694;0
1307.192;4.544;0;23.98726845;0.269097209;8.138020515;587.847229;274.5;0;-56.13427734;88.48813629;594;0
1333.028;4.494;0;5.96064806;0.711805582;28.5;158.2725677;274.5;0;-21.99072266;88.48813629;594;0
1337.165;4.614;8.275463104;27.40162086;0.694444418;2.387152672;811.710083;274.5;0;-87.38427734;88.48813629;594;0
1321.24;4.511;2.893518448;32.23379517;0.724826396;2.307580948;682.161438;274.5;0;-70.02313232;88.48813629;594;0
1251.086;4.072;0;19.56018448;0.321180552;11.11834526;492.109375;274.5;0;-85.06945801;88.48813629;594;0
1336.313;4.516;10.59027767;24.85532379;1.605902791;1.598668933;778.255188;274.5;0;-58.44909668;88.48813629;594;0
1285.246;4.284;3.096064806;24.76851845;0.442708343;4.050925732;626.284729;274.5;0;-45.71759033;0;594;0
1272.721;4.027;0;5.121527672;0.646701396;28.5;172.5086823;274.5;0;-13.31018066;88.48813629;594;0
1323.99;4.629;1.070601821;22.68518448;0.282118052;4.48495388;809.930542;274.5;0;-33.56481934;88.48813629;416;0
1281.366;4.121;0;19.70486069;0.321180552;11.14727974;619.878479;274.5;0;-42.82409668;88.48813629;698;0
1313.926;3.966;0;18.92361069;0.347222209;11.82725716;515.598938;274.5;0;-42.82409668;88.48813629;673;0
1369.074;4.631;1.475694418;25.49189758;0.616319418;6.307870388;559.730896;274.5;0;-44.56018066;0;203;0
1298.247;4.111;0;16.60879707;0.386284709;13.96846104;420.5729065;274.5;0;-32.40740967;88.48813629;673;0
1311.515;4.02;0;21.44097137;0.334201396;10.52517319;507.769104;274.5;0;-52.66204834;88.48813629;673;0
1376.747;4.547;1.765046239;25.4629631;0.368923604;4.817708492;742.664917;274.5;0;-15.625;88.48813629;673;0
1326.782;4.625;0.115740739;10.12731457;0.516493082;21.46267319;404.5572815;274.5;0;-20.83331299;88.48813629;673;0
1340.154;4.386;0.347222209;20.42823982;0.247395828;6.076388836;836.623291;274.5;0;-25.46295166;88.48813629;673;0
1336.88;4.6;1.186342597;23.92939758;0.364583343;6.684027672;818.828125;274.5;0;-24.88427734;88.48813629;694;0
1332.447;4.617;1.41782403;30.29513931;0.308159709;5.598958492;830.928833;274.5;0;-32.98608398;88.48813629;694;0
1337.854;4.6;4.658565044;28.76157379;1.102430582;1.171875;891.432312;274.5;0;-35.87963867;88.48813629;589;0
1348.507;4.604;6.481481552;28.96412086;0.733506918;0.991030097;875.772583;274.5;0;-51.50463867;88.48813629;589;0
1335.116;4.587;2.025462866;29.77430534;0.520833313;1.193576336;994.288208;274.5;0;-39.93054199;88.48813629;589;0
1329.743;4.507;10.4745369;29.71643448;1.605902791;1.229745388;790.355896;274.5;0;-64.81481934;88.48813629;589;0
1338.792;4.423;0;17.91087914;0.347222209;12.36979198;748.359375;274.5;0;-21.41204834;88.48813629;459;0
1349.442;4.617;3.530092478;23.69791603;0.776909709;8.39120388;549.053833;274.5;0;-28.35650635;88.48813629;459;0
1240.277;3.801;0.607638896;26.0995369;0.308159709;7.450809956;728.784729;274.5;0;-37.03704834;88.48813629;594;0
1350.481;4.635;5.700231552;24.73958397;0.529513896;5.721932888;700.3125;274.5;0;-90.277771;88.48813629;594;0
1337.947;4.602;0;20.68865776;0.503472209;15.66116905;362.9166565;274.5;0;-33.56481934;88.48813629;594;0
1333.914;4.596;1.128472209;29.77430534;0.364583343;5.606192112;732.34375;274.5;0;-39.35186768;88.48813629;594;0
1354.645;4.38;0.144675925;23.35069466;0.3125;7.71122694;894.279541;274.5;0;-15.625;88.48813629;594;0
1293.602;4.493;0.057870369;20.68865776;0.290798604;9.107349396;859.045166;274.5;0;-15.04632568;88.48813629;594;0
1228.217;3.672;0.289351851;21.26736069;0.325520843;7.269965172;818.828125;274.5;0;-26.62036133;88.48813629;594;0
1240.135;4.045;0.983796299;27.05439758;0.386284709;6.517650604;698.888916;274.5;0;-26.62036133;88.48813629;594;0
1335.205;4.511;0.983796299;25.23148155;0.394965291;4.159432888;887.873291;274.5;0;-41.66668701;88.48813629;959;0
1310.214;4.587;1.359953761;28.84837914;0.329861104;3.559027672;882.178833;274.5;0;-39.93054199;88.48813629;691;0
1325.3;4.298;1.070601821;27.40162086;0.394965291;7.269965172;734.835083;274.5;0;-50.347229;88.48813629;959;0
1332.646;4.562;0.549768507;30.9317131;0.260416657;4.130497456;739.105896;274.5;0;-56.13427734;88.48813629;959;0
1318.733;4.55;0.578703701;28.47222137;0.3125;3.103298664;833.064209;274.5;0;-61.34259033;88.48813629;959;0
1303.13;4.391;0;19.15509224;0.451388896;12.36979198;665.078125;274.5;0;-20.83331299;88.48813629;959;0
1327.38;4.49;0;11.28472233;0.542534709;22.34519768;365.0520935;274.5;0;-25.46295166;88.48813629;959;0
1330.401;4.536;0.405092597;24.73958397;0.260416657;6.336805344;863.671875;274.5;0;-44.56018066;88.48813629;959;0
1317.738;4.65;0.057870369;26.53356552;0.212673604;4.897280216;845.876709;121.7;511;-55.55554199;88.48813629;693;0
1323.997;4.322;11.89236069;26.82291603;2.013888836;1.02719903;895.703125;121.6;518;-56.71295166;88.48813629;698;0
1330.71;4.508;3.76157403;31.79976845;0.451388896;1.591435194;949.444458;121.6;522;-50.92590332;88.48813629;561;0
1317.415;4.597;0;19.29976845;0.321180552;10.73495388;791.067688;121.5;499;-21.41204834;88.48813629;88;0
1319.644;4.309;0.752314806;30.9317131;0.334201396;3.66030097;812.777771;121.7;473;-19.67590332;88.48813629;561;0
1336.151;4.249;0;18.63426018;0.299479157;10.67708302;601.371521;121.4;519;-173.0324097;88.48813629;561;0
1313.284;4.516;0.202546299;28.67476845;0.264756948;4.463252544;733.411438;121.4;518;-44.56018066;88.48813629;561;0
1329.233;4.566;0;23.46643448;0.308159709;8.890336037;689.635437;121.5;502;-56.71295166;88.48813629;561;0
1313.836;4.626;0;21.90393448;0.3125;10.45283604;597.8125;121.8;514;-44.56018066;88.48813629;497;0
1304.291;4.381;5.237268448;26.90972137;1.375868082;1.605902791;918.836792;121.6;518;-52.66204834;88.48813629;497;0
1322.532;4.462;3.472222328;32.95717621;0.607638896;1.280381918;999.982666;121.6;517;-61.92132568;88.48813629;202;0
1332.734;4.496;6.394675732;26.62037086;0.776909709;2.329282522;697.821167;121.6;519;-37.03704834;88.48813629;497;0
1311.389;4.234;0.115740739;24.76851845;0.303819448;7.928240776;830.217041;121.6;519;-32.40740967;88.48813629;597;0
1299.638;4.23;0.028935185;28.55902863;0.234375;5.389178276;794.270813;121.7;517;-30.09259033;88.48813629;597;0
1356.737;4.526;0.057870369;25.86805534;0.299479157;7.443576336;718.819458;121.6;501;-38.19445801;88.48813629;597;0
1275.729;4.031;0.462962955;26.01273155;0.303819448;6.63339138;645.859375;121.3;501;-44.56018066;88.48813629;597;0
1362.99;4.623;0.318287045;26.07060242;0.4296875;10.57581043;502.074646;121.6;490;-38.19445801;88.48813629;596;0
1297.186;4.045;0;22.25115776;0.325520843;9.36776638;603.506958;121.6;498;-63.07867432;88.48813629;596;0
1299.99;3.954;0;18.51851845;0.390625;14.27951431;488.194458;121.6;491;-25.46295166;88.48813629;596;0
1345.982;4.514;0.173611104;23.1192131;0.364583343;9.165220261;646.215271;121.7;513;-32.40740967;88.48813629;595;0
1342.166;4.454;1.273148179;27.08333397;0.455729157;6.792534828;712.057312;121.7;513;-34.14349365;88.48813629;595;0
1307.509;4.143;0;21.29629707;0.373263896;11.32089138;527.34375;121.8;499;-45.13891602;88.48813629;595;0
1313.269;4.115;0;20.65972137;0.321180552;10.89409733;773.984375;121.8;508;-21.99072266;88.48813629;592;0
1351.132;4.237;0.173611104;25.23148155;0.234375;5.823205948;1043.402832;121.7;496;-24.30554199;88.48813629;684;0
1310.77;4.593;0.202546299;22.82986069;0.329861104;9.114583015;776.475708;121.6;511;-38.19445801;88.48813629;684;0
1275.192;4.389;0.78125;26.50462914;0.234375;3.117766142;986.814209;121.5;513;-34.14349365;88.48813629;684;0
1339.682;4.642;0;20.74652863;0.325520843;10.80729198;837.335083;121.8;518;-30.67132568;120078.3984;684;0
1335.766;4.315;0;0.115740739;0.355902791;21.62181664;73.21180725;164.2;0;-27.19909668;138926.375;684;0
1321.334;4.491;0;25.52083397;0.3125;8.637152672;714.904541;121.6;511;-28.35650635;102203.7969;684;0
1304.719;4.409;0;20.3125;0.303819448;10.61197948;726.293396;121.7;497;-41.66668701;111937.4922;684;0
1300.177;4.56;0.896990716;26.62037086;0.355902791;7.443576336;829.861084;121.6;514;-17.93981934;113176.3203;684;0
1248.247;4.374;3.038194418;28.06712914;0.494791657;1.526331067;999.982666;121.4;495;-48.61108398;120078.3984;684;0
1298.902;4.518;0;23.72685242;0.243055552;7.12528944;925.243042;122;491;-59.027771;112999.3516;684;0
1287.289;4.182;0;24.62384224;0.264756948;7.899305344;732.699646;122.1;499;-47.45367432;108309.4844;684;0
1294.69;4.415;8.535880089;26.90972137;1.948784709;0.53530091;987.881958;122.2;491;-65.39349365;137156.6094;684;0
1319.227;4.498;0;19.01041603;0.303819448;11.50173569;912.074646;122.2;483;-39.35186768;116096.4375;598;0
1265.334;4.226;1.186342597;26.73611069;0.542534709;3.291377306;913.498291;122.1;515;-39.93054199;118485.6094;598;0
1300.58;4.625;0;22.10648155;0.321180552;10.05497646;964.036438;121.7;510;-23.72686768;118574.1016;598;0
1361.493;4.6;0.405092597;24.27662086;0.364583343;8.072916985;965.815979;121.9;512;-24.88427734;112468.4297;598;0
1353.685;4.648;0;0.491898149;0.364583343;20.86226845;123.394104;163.2;0;-27.777771;135121.3906;598;0
1307.626;4.464;0.057870369;24.88426018;0.277777791;5.56278944;789.644104;121.8;510;-45.71759033;104150.5391;598;0
1338.865;4.631;0.694444418;29.62962914;0.173611104;5.584490776;985.034729;120.9;513;-38.77313232;124414.3203;591;0
1320.924;4.539;0;19.96527863;0.342881948;11.9864006;927.734375;121.4;510;-22.56945801;88.48813629;683;0
1278.513;4.394;0.028935185;21.09375;0.373263896;10.19241905;692.482666;121.5;505;-32.98608398;88576.61719;9;0
1292.984;4.387;9.403935432;27.17013931;0.646701396;0.578703701;1015.998291;121.5;510;-51.50463867;102292.2891;600;0
1545.061;0.559997;0;7.436342716;0.368923604;17.02835655;399.21875;119.6;520;-194.444458;100522.5156;600;0
1517.812;0.780011;0;14.67013931;0.347222209;11.92852974;554.036438;118.5;507;-60.18518066;103265.6563;600;0
1302.177;4.397;0.289351851;23.78472137;0.234375;5.2734375;982.543396;122.1;511;-60.18518066;101407.4063;600;0
1291.773;4.444;0;20.97801018;0.342881948;11.44386578;632.690979;121.7;513;-60.18518066;86364.42969;600;0
1299.109;4.31;0;23.46643448;0.260416657;8.875867844;735.190979;122;520;-76.96759033;99106.71094;599;0
1336.039;4.537;0;23.00347137;0.321180552;9.331597328;643.368042;122;510;-78.70367432;85125.58594;599;0
1322.402;4.371;0;21.75926018;0.286458343;8.470775604;949.800354;121.9;494;-33.56481934;100611.0078;647;0
1357.189;4.636;0;18.51851845;0.355902791;12.86892319;584.644104;122;521;-37.03704834;88.48813629;647;0
1339.365;4.58;0.434027791;23.03240776;0.325520843;6.756365776;752.274292;121.9;518;-42.82409668;88.48813629;647;0
1346.882;4.649;0;22.59837914;0.3125;9.95370388;692.838562;122;518;-35.87963867;88.48813629;647;0
1318.551;4.537;0;18.37384224;0.377604157;12.65190983;813.489563;122;523;-27.777771;88.48813629;647;0
1349.939;4.584;0;22.59837914;0.290798604;9.592014313;835.911438;122.3;514;-36.45831299;88.48813629;683;0
1343.77;4.454;0;23.92939758;0.264756948;7.732928276;975.069458;122.3;507;-42.24536133;88.48813629;683;0
1333.512;4.596;4.224536896;26.96759224;1.631944418;1.063368082;946.953125;122.3;510;-38.77313232;88.48813629;683;0
1377.6;4.581;0.260416657;26.2442131;0.264756948;6.076388836;677.178833;122.2;509;-53.81945801;88.48813629;591;0
1348.896;4.57;0.028935185;23.7557869;0.308159709;9.114583015;824.522583;122;519;-16.78240967;88.48813629;591;0
1337.389;4.449;2.430555582;32.40740585;0.390625;1.736111164;919.548584;122.1;508;-34.14349365;88.48813629;591;0
1320.607;4.61;0.057870369;24.59490776;0.269097209;8.506944656;815.980896;121.8;504;-30.67132568;88.48813629;698;0
1369.822;4.54;1.475694418;27.95138931;0.247395828;4.029224396;822.03125;121.7;501;-42.82409668;88.48813629;694;0
1345.502;4.571;0.289351851;28.64583397;0.203993052;5.56278944;752.986084;122.1;512;-49.76849365;88.48813629;694;0
1352.508;4.606;4.774305344;29.80323982;0.342881948;1.048900485;842.317688;122.2;517;-52.66204834;88.48813629;694;0
1337.949;4.589;0;25.63657379;0.282118052;8.282696724;764.375;122.2;511;-59.60650635;88.48813629;697;0
1259.403;4.037;0;21.70138931;0.347222209;10.31539345;576.102417;122.1;514;-71.75927734;88.48813629;195;0
1254.032;3.993;10.38773155;25.78125;1.006944418;0.499131948;834.84375;122.1;517;-68.86572266;88.48813629;195;0
1330.198;4.62;1.012731433;31.27893448;0.256076396;1.837384224;949.444458;122.3;519;-63.07867432;88.48813629;195;0
1329.274;4.469;0;20.22569466;0.321180552;11.51620388;759.036438;122.1;497;-25.46295166;88.48813629;195;0
1302.542;4.523;0.405092597;26.90972137;0.212673604;4.803240776;796.40625;122.2;473;-34.14349365;88.48813629;697;0
1303.721;4.556;1.041666627;29.62962914;0.321180552;4.846643448;639.809021;122;508;-48.61108398;88.48813629;697;0
1236.195;4.192;5.989583492;28.47222137;0.746527791;0.44126156;877.196167;122.1;514;-48.61108398;88.48813629;195;0
1296.096;4.242;3.645833254;28.93518448;0.407986104;1.273148179;950.868042;122.1;520;-50.347229;88.48813629;693;0
1319.317;4.365;0;25.28935242;0.221354172;6.184895992;805.303833;122.1;505;-58.44909668;88.48813629;875;0
1321.647;4.384;10.53240776;23.35069466;1.002604127;0.53530091;887.517334;122;518;-53.81945801;88.48813629;875;0
1351.382;4.61;0.202546299;23.03240776;0.264756948;6.372974396;953.715271;122;504;-24.30554199;88.48813629;875;0
1337.019;4.501;0.578703701;29.6875;0.238715276;3.703703642;1000.694458;121.9;514;-33.56481934;88.48813629;875;0
1315.871;4.465;0.260416657;24.85532379;0.247395828;6.611690044;876.484375;121.9;472;-42.24536133;88.48813629;875;0
1300.272;4.274;0.896990716;26.53356552;0.243055552;3.60966444;845.876709;122.3;515;-38.19445801;88.48813629;704;0
1249.948;4.298;3.009259224;25.60763931;0.529513896;6.698495388;626.284729;122.2;504;-15.625;88.48813629;704;0
1280.441;4.27;2.575231552;32.00231552;0.277777791;1.164641261;752.630188;122;522;-36.45831299;88.48813629;704;0
1324.929;4.365;0.318287045;25.78125;0.290798604;7.863136768;758.680542;122.1;519;-21.41204834;88.48813629;698;0
1296.436;4.239;2.314814806;33.2754631;0.373263896;2.061631918;657.248291;122;495;-30.09259033;88.48813629;694;0
1288.94;4.244;2.372685194;29.6875;0.572916687;2.24247694;703.871521;122.1;517;-42.24536133;88.48813629;694;0
1300.512;4.339;1.504629612;29.25347137;0.542534709;0.983796299;841.605896;121.9;510;-82.75463867;88.48813629;694;0
1335.804;4.453;2.748842478;30.49768448;0.329861104;2.43778944;758.680542;122.1;518;-65.972229;88.48813629;694;0
1335.95;4.548;2.170138836;34.63541794;0.377604157;0.679976881;953.715271;122.1;506;-52.66204834;88.48813629;694;0
1318.521;4.374;0;19.87847137;0.3125;11.32089138;784.661438;122.1;486;-16.20367432;88.48813629;694;0
1301.442;4.406;0.318287045;27.98032379;0.269097209;6.221065044;826.302063;122.2;504;-27.19909668;88.48813629;673;0
1342.996;4.58;0.289351851;25.86805534;0.377604157;9.910301208;511.328125;122.2;502;-31.25;88.48813629;673;0
1285.223;4.168;2.575231552;30.81597137;0.325520843;2.162904978;880.755188;122;520;-32.98608398;88.48813629;698;0
1286.354;4.217;0;25.23148155;0.286458343;8.282696724;790;121.9;513;-33.56481934;88.48813629;698;0
1313.025;4.219;1.215277791;29.91898155;0.329861104;3.826678276;801.744812;122.1;520;-48.61108398;88.48813629;698;0
1281.172;4.162;0;11.60300922;0.568576396;23.29282379;224.4704895;121.5;493;-26.62036133;88.48813629;130;0
1260.539;4.184;3.790509224;30.98958397;0.481770843;2.271412134;780.390625;121.8;502;-46.875;88.48813629;130;0
1298.485;4.113;0;27.34375;0.238715276;6.127025604;660.807312;122;528;-83.33331299;88.48813629;130;0
1296.805;4.223;4.369213104;30.87384224;0.394965291;0.904224515;787.508667;122.1;520;-68.28704834;88.48813629;130;0
1301.493;4.22;0;27.77777863;0.169270828;3.768807888;738.394104;122.1;512;-106.4815063;88.48813629;130;0
1302.786;4.289;13.42592621;25.66551018;0.720486104;1.02719903;842.317688;122;516;-42.82409668;88.48813629;130;0
1289.66;4.283;0;20.37037086;0.303819448;10.50347233;735.190979;122.6;519;-20.83331299;88.48813629;580;0
